Scenario,Scenario_Type,Temperature_Shift_C,Rainfall_Shift_pct,State,Year,Season_Group,Seasonal_Rainfall_mm,Seasonal_GDD_C,Max_CDD_days,Mean_Tmax_C,Mean_Tmin_C,Mean_RH_pct,Mean_Solar_Radiation_MJ_m2_day,Rainfall_Anomaly_Z_2000_2019,Weather_Valid_Days,Weather_Total_Days
T+0_R0,Baseline,0.0,0.0,Nasarawa,2024,Middle,1023.5799999999999,3821.105,16,31.623457943925235,24.087803738317753,78.61088785046731,17.359859813084114,0.05565498808039279,214,214
T+0_R0,Baseline,0.0,0.0,Niger,2024,Middle,908.71,3892.51,8,32.02266355140187,24.355934579439253,77.47570093457945,17.4807476635514,-0.9102163018812439,214,214
T+0_R0,Baseline,0.0,0.0,Ogun,2024,South,1605.6,4582.57,15,29.627236363636364,23.700545454545452,89.01341818181818,16.325090909090907,0.00739898672540789,275,275
T+0_R0,Baseline,0.0,0.0,Ondo,2024,South,1356.8000000000002,4302.264999999999,20,29.06705454545454,22.222145454545455,86.85934545454545,16.821854545454546,-0.4765436240340352,275,275
T+0_R0,Baseline,0.0,0.0,Osun,2024,South,1679.4299999999998,4410.16,20,29.385927272727276,22.687963636363634,88.06992727272726,15.928509090909092,0.17072752189038023,275,275
T+0_R0,Baseline,0.0,0.0,Oyo,2024,South,1632.55,4472.030000000001,19,29.674945454545455,22.848909090909093,87.58556363636363,15.93450909090909,0.1658194519402747,275,275
T+0_R0,Baseline,0.0,0.0,Plateau,2024,Middle,1375.73,3065.7900000000004,9,28.977289719626164,19.67495327102804,77.79901869158877,16.974906542056075,1.5272735899390373,214,214
T+0_R0,Baseline,0.0,0.0,Rivers,2024,South,1770.85,4714.629999999999,21,30.30472727272727,23.983490909090907,88.48505454545455,14.248981818181818,-0.7322444356504656,275,275
T+0_R0,Baseline,0.0,0.0,Sokoto,2024,North,1363.51,3433.615,16,33.102663043478266,24.219239130434783,72.92222826086956,20.30445652173913,4.944994593631734,184,184
T+0_R0,Baseline,0.0,0.0,Taraba,2024,North,1095.85,3227.08,12,31.396032608695656,23.68092391304348,77.71913043478261,16.88103260869565,1.2225505917593709,184,184
T+0_R0,Baseline,0.0,0.0,Yobe,2024,North,926.8499999999999,3455.5950000000003,31,33.55940217391304,24.001413043478262,66.63913043478261,20.06733695652174,2.0400254849642674,184,184
T+0_R0,Baseline,0.0,0.0,Zamfara,2024,North,694.8700000000001,3260.6349999999998,17,32.69663043478261,22.745054347826088,70.14929347826086,19.637336956521736,-0.10219223368297295,184,184
T+0_R-10,Drought,0.0,-10.0,Abia,2024,South,1220.895,4627.7,23,30.031090909090906,23.62490909090909,87.19501818181817,15.994727272727273,-1.1991116246272546,275,275
T+0_R-10,Drought,0.0,-10.0,Adamawa,2024,North,813.816,3318.585,12,32.403423913043476,23.668152173913047,72.47163043478261,18.33570652173913,-0.24025131312938383,184,184
