State,Year,Model,Scenario,Scenario_Type,Temperature_Shift_C,Rainfall_Shift_pct,Predicted_Yield_Baseline,Predicted_Yield_Stress,Yield_Change_MT_Ha,Yield_Change_pct
Plateau,2024,LightGBM,T+2_R-20,Compound,2.0,-20.0,2.117811946993451,2.454266443933566,0.3364544969401151,15.886892007468479
Rivers,2024,LightGBM,T+2_R-20,Compound,2.0,-20.0,1.824341303572406,1.79359845143732,-0.030742852135086096,-1.6851480627493203
Sokoto,2024,LightGBM,T+2_R-20,Compound,2.0,-20.0,2.2195111565910786,2.4203027045767467,0.20079154798566812,9.046656395008238
Taraba,2024,LightGBM,T+2_R-20,Compound,2.0,-20.0,2.638245673999239,2.6808769045206486,0.0426312305214096,1.6158931270713002
Yobe,2024,LightGBM,T+2_R-20,Compound,2.0,-20.0,1.8688686944973276,2.02755646154852,0.15868776705119236,8.491113769438726
Zamfara,2024,LightGBM,T+2_R-20,Compound,2.0,-20.0,1.9801238613872905,2.0485802216044946,0.06845636021720414,3.457175662195347
Abia,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1076467263764953,2.168102949010421,0.060456222633925805,2.868422960894554
Adamawa,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.228160901514542,2.2887711718760957,0.06061027036155364,2.7201927078226342
Akwa Ibom,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,1.872649060175104,1.9420244717285378,0.06937541155343374,3.704666989069843
Anambra,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,1.995924798496167,2.0585556251758694,0.06263082667970243,3.137935193094035
Bauchi,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1911408567156014,2.278286034888004,0.08714517817240264,3.977160021698853
Bayelsa,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1283699370790585,2.2061555235610952,0.0777855864820367,3.654702367615116
Benue,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.19856824250258,2.28681065543284,0.08824241293025992,4.013630835939647
Borno,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.0703928745107003,2.149633106980983,0.07924023247028256,3.827304153034701
Cross River,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.030445114502975,2.099820526056409,0.06937541155343396,3.416758771655648
Delta,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.0305870274144278,2.09321785409413,0.06263082667970243,3.0843704718950686
Ebonyi,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,1.9564966462995055,2.0086599554492444,0.05216330914973888,2.666158883962308
Edo,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.111047715517973,2.175223060754974,0.06417534523700086,3.0399760633195636
Ekiti,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.0437113506512485,2.08401810339728,0.04030675274603146,1.9722331499106918
Enugu,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.0081454928192786,2.0574085095418795,0.049263016722600916,2.4531597386123405
FCT,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.242027472634796,2.329191516311301,0.0871640436765051,3.887733078224562
Gombe,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.2229100314658363,2.304334433065543,0.08142440159970654,3.66296433265963
Imo,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.0945526450593923,2.16369341990969,0.06914077485029768,3.300980522661303
Jigawa,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1819739435208767,2.2637207494090017,0.081746805888125,3.7464611404211694
Kaduna,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.363204426464491,2.4760854341197285,0.11288100765523756,4.7766078292310485
Kano,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.225563194098675,2.306393581571089,0.08083038747241389,3.6319070915058504
Katsina,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.2080260154060616,2.2424975768993596,0.034471561493298,1.5611936296393043
Kebbi,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.632935313166963,2.6014854352734433,-0.031449877893519496,-1.1944797024158853
Kogi,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.2536363147167684,2.3305786104936193,0.07694229577685086,3.41413986251463
Kwara,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.3570629056563646,2.426138210246005,0.0690753045896404,2.9305668687872886
Lagos,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,1.6751356367769583,1.713546712879217,0.03841107610225869,2.293012891550887
Nasarawa,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.211695408595071,2.2984219018306855,0.08672649323561465,3.921267499067861
Niger,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1097706256759228,2.1903294626082572,0.08055883693233445,3.818369445091939
Ogun,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.0336178540548344,2.0763206274590957,0.04270277340426132,2.099842569690081
Ondo,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.0437113506512485,2.08401810339728,0.04030675274603146,1.9722331499106918
Osun,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1491664004589888,2.1939819395618807,0.04481553910289193,2.085252174672043
Oyo,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1484217076763903,2.1845633856801556,0.03614167800376533,1.682243196232368
Plateau,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.2510678681752685,2.335898688950084,0.08483082077481541,3.7684701547261596
Rivers,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.26062565983569,2.333723481850488,0.07309782201479775,3.233521733098913
Sokoto,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.2451522787394262,2.299383805480373,0.054231526740946556,2.4154943633220123
Taraba,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.420993047866713,2.501182159481795,0.08018911161508191,3.3122404744508254
Yobe,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.159000713191354,2.2247388705912634,0.06573815739990962,3.044841856616988
Zamfara,2024,Ridge,T+2_R-30,Compound,2.0,-30.0,2.1907240365142804,2.2757989476902107,0.08507491117593036,3.8834152434505316
Abia,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9242374470899457,1.8460314724164706,-0.07820597467347512,-4.064258015129434
Adamawa,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.5210381298331286,2.7471121909571905,0.22607406112406192,8.9674986843228
Akwa Ibom,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.8684125926850914,1.8471504406704393,-0.02126215201465209,-1.137979485788859
Anambra,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.8766700360750341,1.8071472191697182,-0.06952281690531592,-3.7045839475712827
Bauchi,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.347526554186554,2.454493900266401,0.10696734607984659,4.556597917458363
Bayelsa,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.982855864690863,1.884643628501127,-0.09821223618973596,-4.953069859419546
Benue,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.7372636014911023,2.5678277837902845,-0.16943581770081773,-6.189970801808014
Borno,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.659030012025013,2.5802299290524298,-0.07880008297258323,-2.963489792000211
Cross River,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9022551720501713,1.88212913114663,-0.02012604090354131,-1.0580095246554277
Delta,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9366485942760934,1.8614728408628394,-0.075175753413254,-3.8817446611347792
Ebonyi,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.7944163329263327,1.7884135551485554,-0.006002777777777357,-0.33452536446700926
Edo,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.0688820586820573,1.9020084096459096,-0.16687364903614776,-8.06588506753505
Ekiti,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.1849544208569216,1.7988179599104597,-0.3861364609464619,-17.67251789147264
Enugu,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.8868568217893207,1.7943286080586078,-0.09252821373071285,-4.90382803094554
FCT,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.5084377397602404,2.7329836135161143,0.22454587375587387,8.951622366251604
Gombe,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.5915788844488827,2.7618434058534063,0.17026452140452353,6.56991467349185
Imo,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9377850873200857,1.8528472660672644,-0.08493782125282134,-4.38324259014133
Jigawa,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9830492814592822,1.9624477501202497,-0.02060153133903242,-1.0388814605692607
Kaduna,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.2874002532652513,2.427494507344506,0.14009425407925447,6.124606040384523
Kano,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9585134601509617,1.9411775084175085,-0.01733595173345326,-0.8851586719305471
Katsina,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9979591144041133,2.0494925468975462,0.051533432493432896,2.579303656511641
Kebbi,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.0630674849224846,2.110571800144299,0.04750431522181442,2.3026059772154905
Kogi,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.7516167929292936,2.574584235209235,-0.17703255772005866,-6.433764984098486
Kwara,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.33390232850483,2.663740287397788,0.32983795889295786,14.132466250387704
Lagos,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.6620472915972913,1.8624552218152202,0.2004079302179289,12.057895778966024
Nasarawa,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.855585733525734,2.578116601731601,-0.2774691317941329,-9.716715157122858
Niger,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.7895873544973533,2.483323731361231,-0.3062636231361222,-10.978814577803636
Ogun,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.039880582935582,1.8667942032967024,-0.17308637963887974,-8.485123153130463
Ondo,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.1849544208569216,1.7988179599104597,-0.3861364609464619,-17.67251789147264
Osun,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9470981176231177,1.8534630068080056,-0.09363511081511211,-4.808956978984467
Oyo,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.0064290904465896,1.8665597660672646,-0.13986932437932498,-6.971057439572557
Plateau,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.262516705886705,2.333488847263848,0.07097214137714314,3.136867064560674
Rivers,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9099420239020226,1.8911755729455717,-0.01876645095645091,-0.9825665240932779
Sokoto,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.0728155444555436,2.041723156935656,-0.03109238751988741,-1.5000074465407531
Taraba,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.532413990268988,2.5861139475339474,0.05369995726495924,2.120504683330048
Yobe,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,1.9694176791726787,1.9382172879897872,-0.03120039118289153,-1.584244495865312
Zamfara,2024,RandomForest,T+2_R-30,Compound,2.0,-30.0,2.009601931586932,2.043535814555814,0.03393388296888178,1.6885872985843047
Abia,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.8857182803461676,1.7988892899707596,-0.08682899037540803,-4.604557917287016
Adamawa,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.7029347260592815,2.78901479288193,0.08608006682264868,3.1846890712062557
Akwa Ibom,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.7518811138048203,1.7627951903819572,0.010914076577136944,0.6229918509386304
Anambra,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9608427375996522,1.8003471594829887,-0.16049557811666348,-8.185030601338926
Bauchi,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.288970852812262,2.5736190545996114,0.2846482017873493,12.435641171997732
Bayelsa,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9780597189458775,1.79359845143732,-0.1844612675085575,-9.325363928186064
Benue,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.6716814124765933,2.556374095924713,-0.11530731655188031,-4.3159081772775005
Borno,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.5538667935889894,2.5043176605042734,-0.04954913308471598,-1.9401612178481635
Cross River,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.7929998542711614,1.79359845143732,0.0005985971661586209,0.03338523228168055
Delta,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9705492690557629,1.8100536909390987,-0.16049557811666415,-8.144712778157004
Ebonyi,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.8361117699485616,1.7842757619139475,-0.05183600803461408,-2.823140120498561
Edo,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.0208195123023867,1.833992543542244,-0.1868269687601427,-9.245109106616086
Ekiti,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.12982541303054,1.7827796198383774,-0.34704579319216244,-16.294565323002185
Enugu,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9718888257207303,1.7849430795062786,-0.1869457462144517,-9.480541893436744
FCT,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.675089302187353,2.688520881022067,0.013431578834713687,0.5020983345763831
Gombe,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.757550720508127,2.905019268829109,0.14746854832098188,5.347809098278643
Imo,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9852379020439388,1.7988892899707596,-0.1863486120731792,-9.386714402405904
Jigawa,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.1719872802994367,2.078051963918032,-0.09393531638140473,-4.324855731588563
Kaduna,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.150619625529219,2.421062406569407,0.27044278104018815,12.57510988135051
Kano,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.1392041565082125,2.0541518938649483,-0.08505226264326415,-3.975883385627558
Katsina,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9519067976449578,2.1615593885710256,0.2096525909260678,10.740911972796079
Kebbi,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.073716090789913,2.157808233307701,0.08409214251778785,4.055142499557678
Kogi,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.777658283495822,2.668321252560044,-0.10933703093577796,-3.936302445316341
Kwara,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.320563274323994,2.6550494841145524,0.3344862097905583,14.414009455872211
Lagos,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.7457696534864193,1.8448181800467747,0.09904852656035534,5.673630903283763
Nasarawa,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.8528243385884564,2.3930660282596845,-0.4597583103287719,-16.1158997457325
Niger,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.7142918549452477,2.117732969584807,-0.5965588853604409,-21.978435527246372
Ogun,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.201893978512967,1.8151891321147948,-0.3867048463981724,-17.562373582552354
Ondo,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.12982541303054,1.7827796198383774,-0.34704579319216244,-16.294565323002185
Osun,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.6977145580657644,1.7876404831524135,0.0899259250866491,5.296881307839126
Oyo,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9520850306715005,1.7988892899707596,-0.15319574070074093,-7.847800597499736
Plateau,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.117811946993451,2.464319815489011,0.34650786849556026,16.361597590734142
Rivers,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.824341303572406,1.8252644463797216,0.0009231428073155357,0.05060143107585445
Sokoto,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.2195111565910786,2.3273483059605944,0.10783714936951583,4.858599113110188
Taraba,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,2.638245673999239,2.6091426754041747,-0.029102998595064378,-1.1031193524501453
Yobe,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.8688686944973276,1.9396401870817686,0.07077149258444093,3.7868627578181164
Zamfara,2024,LightGBM,T+2_R-30,Compound,2.0,-30.0,1.9801238613872905,2.0485802216044946,0.06845636021720414,3.457175662195347
