Model,State,Year,Feature,Feature_Value,SHAP_Value,Absolute_SHAP
RandomForest,Benue,2024,Seasonal_GDD_C,3758.71,0.31988687651866987,0.31988687651866987
RandomForest,Benue,2024,Max_CDD_days,8.0,-0.005232464135760615,0.005232464135760615
RandomForest,Benue,2024,Mean_Tmax_C,31.120794392523365,0.08420626181369846,0.08420626181369846
RandomForest,Benue,2024,Mean_Tmin_C,24.007336448598124,0.09940744006246778,0.09940744006246778
RandomForest,Benue,2024,Mean_RH_pct,81.08780373831776,0.014061200231625834,0.014061200231625834
RandomForest,Benue,2024,Mean_Solar_Radiation_MJ_m2_day,17.053878504672895,0.13370797786469288,0.13370797786469288
RandomForest,Benue,2024,Rainfall_Anomaly_Z_2000_2019,-0.7241881075650654,-0.011349904557744765,0.011349904557744765
RandomForest,Borno,2024,Seasonal_Rainfall_mm,583.16,-0.00954404198602127,0.00954404198602127
RandomForest,Borno,2024,Seasonal_GDD_C,3727.105,0.2935371595231592,0.2935371595231592
RandomForest,Borno,2024,Max_CDD_days,29.0,0.03268429846641595,0.03268429846641595
RandomForest,Borno,2024,Mean_Tmax_C,35.42760869565217,0.05417553161009474,0.05417553161009474
RandomForest,Borno,2024,Mean_Tmin_C,25.08440217391305,0.06205859108866762,0.06205859108866762
RandomForest,Borno,2024,Mean_RH_pct,58.93391304347826,-0.013969787165209066,0.013969787165209066
RandomForest,Borno,2024,Mean_Solar_Radiation_MJ_m2_day,19.25429347826087,0.15430640226624526,0.15430640226624526
RandomForest,Borno,2024,Rainfall_Anomaly_Z_2000_2019,0.4205674837447025,-0.001596069706268532,0.001596069706268532
RandomForest,Cross River,2024,Seasonal_Rainfall_mm,1869.09,0.012871940911184057,0.012871940911184057
RandomForest,Cross River,2024,Seasonal_GDD_C,4694.005000000001,-0.3239140073988423,0.3239140073988423
RandomForest,Cross River,2024,Max_CDD_days,18.0,0.013406133892494178,0.013406133892494178
RandomForest,Cross River,2024,Mean_Tmax_C,29.75338181818182,0.10343064422022928,0.10343064422022928
RandomForest,Cross River,2024,Mean_Tmin_C,24.384836363636364,-0.003882223609057611,0.003882223609057611
RandomForest,Cross River,2024,Mean_RH_pct,87.72872727272728,-0.012531728022477453,0.012531728022477453
RandomForest,Cross River,2024,Mean_Solar_Radiation_MJ_m2_day,14.285345454545457,0.06344246521656019,0.06344246521656019
RandomForest,Cross River,2024,Rainfall_Anomaly_Z_2000_2019,-1.8894777114847496,-0.037945981087845866,0.037945981087845866
RandomForest,Delta,2024,Seasonal_Rainfall_mm,1347.01,0.007123772977974398,0.007123772977974398
RandomForest,Delta,2024,Seasonal_GDD_C,4641.875,-0.31362063786998523,0.31362063786998523
RandomForest,Delta,2024,Max_CDD_days,21.0,0.013681990345184879,0.013681990345184879
RandomForest,Delta,2024,Mean_Tmax_C,30.05850909090909,0.09457621372791479,0.09457621372791479
RandomForest,Delta,2024,Mean_Tmin_C,23.700581818181817,0.0278666845283089,0.0278666845283089
RandomForest,Delta,2024,Mean_RH_pct,86.4098909090909,-0.010466326964751844,0.010466326964751844
RandomForest,Delta,2024,Mean_Solar_Radiation_MJ_m2_day,16.385490909090908,0.059545483519770216,0.059545483519770216
RandomForest,Delta,2024,Rainfall_Anomaly_Z_2000_2019,-0.6683966152075341,-0.02943651391625028,0.02943651391625028
RandomForest,Ebonyi,2024,Seasonal_Rainfall_mm,903.47,0.009023797189069349,0.009023797189069349
RandomForest,Ebonyi,2024,Seasonal_GDD_C,4949.355,-0.4012416345276333,0.4012416345276333
RandomForest,Ebonyi,2024,Max_CDD_days,32.0,0.012927215857182987,0.012927215857182987
RandomForest,Ebonyi,2024,Mean_Tmax_C,31.96454545454545,0.09652144755059393,0.09652144755059393
RandomForest,Ebonyi,2024,Mean_Tmin_C,24.03076363636364,-0.007099265477165425,0.007099265477165425
RandomForest,Ebonyi,2024,Mean_RH_pct,78.39523636363637,-0.0026657862944729767,0.0026657862944729767
RandomForest,Ebonyi,2024,Mean_Solar_Radiation_MJ_m2_day,17.160509090909088,0.03016835525995049,0.03016835525995049
RandomForest,Ebonyi,2024,Rainfall_Anomaly_Z_2000_2019,-1.546026003363861,-0.030595724559120553,0.030595724559120553
RandomForest,Edo,2024,Seasonal_Rainfall_mm,1355.78,0.003369348856405418,0.003369348856405418
RandomForest,Edo,2024,Seasonal_GDD_C,4583.435,-0.2534978492071107,0.2534978492071107
RandomForest,Edo,2024,Max_CDD_days,12.0,-0.005417147957796835,0.005417147957796835
RandomForest,Edo,2024,Mean_Tmax_C,29.72083636363637,0.145084424687477,0.145084424687477
RandomForest,Edo,2024,Mean_Tmin_C,23.613236363636364,0.05687285007673312,0.05687285007673312
RandomForest,Edo,2024,Mean_RH_pct,89.4073090909091,0.018174099557612886,0.018174099557612886
RandomForest,Edo,2024,Mean_Solar_Radiation_MJ_m2_day,15.766727272727271,0.03250831824668486,0.03250831824668486
RandomForest,Edo,2024,Rainfall_Anomaly_Z_2000_2019,-0.6234406615451246,-0.01558991350587556,0.01558991350587556
RandomForest,Ekiti,2024,Seasonal_Rainfall_mm,1356.8000000000002,0.012116592771494553,0.012116592771494553
RandomForest,Ekiti,2024,Seasonal_GDD_C,4302.264999999999,0.08179057244374432,0.08179057244374432
RandomForest,Ekiti,2024,Max_CDD_days,20.0,0.06075322000724533,0.06075322000724533
RandomForest,Ekiti,2024,Mean_Tmax_C,29.06705454545454,-0.05017360702682223,0.05017360702682223
RandomForest,Ekiti,2024,Mean_Tmin_C,22.22214545454545,-0.05283770904926975,0.05283770904926975
RandomForest,Ekiti,2024,Mean_RH_pct,86.85934545454545,-0.017243187337721604,0.017243187337721604
RandomForest,Ekiti,2024,Mean_Solar_Radiation_MJ_m2_day,16.821854545454546,0.07749900989761052,0.07749900989761052
RandomForest,Ekiti,2024,Rainfall_Anomaly_Z_2000_2019,-0.4765436240340352,-0.014328398777288216,0.014328398777288216
RandomForest,Enugu,2024,Seasonal_Rainfall_mm,975.9,0.0023399330646565204,0.0023399330646565204
RandomForest,Enugu,2024,Seasonal_GDD_C,4722.129999999999,-0.35717472928191024,0.35717472928191024
RandomForest,Enugu,2024,Max_CDD_days,29.0,0.012299043417043753,0.012299043417043753
RandomForest,Enugu,2024,Mean_Tmax_C,30.869672727272725,0.09297399039615067,0.09297399039615067
RandomForest,Enugu,2024,Mean_Tmin_C,23.47309090909091,0.062022010709282996,0.062022010709282996
RandomForest,Enugu,2024,Mean_RH_pct,81.54152727272727,-0.013093416557234264,0.013093416557234264
