Scenario,State,Year,Feature,Value,Training_Min,Training_Max,Below_Training_Min,Above_Training_Max,Outside_Training_Range
T+0_R0,Abia,2024,Seasonal_Rainfall_mm,1356.55,340.79,5688.79,False,False,False
T+0_R0,Adamawa,2024,Seasonal_Rainfall_mm,904.24,340.79,5688.79,False,False,False
T+0_R0,Akwa Ibom,2024,Seasonal_Rainfall_mm,1869.09,340.79,5688.79,False,False,False
T+0_R0,Anambra,2024,Seasonal_Rainfall_mm,1347.01,340.79,5688.79,False,False,False
T+0_R0,Bauchi,2024,Seasonal_Rainfall_mm,1085.11,340.79,5688.79,False,False,False
T+0_R0,Bayelsa,2024,Seasonal_Rainfall_mm,1882.98,340.79,5688.79,False,False,False
T+0_R0,Benue,2024,Seasonal_Rainfall_mm,963.15,340.79,5688.79,False,False,False
T+0_R0,Borno,2024,Seasonal_Rainfall_mm,583.16,340.79,5688.79,False,False,False
T+0_R0,Cross River,2024,Seasonal_Rainfall_mm,1869.09,340.79,5688.79,False,False,False
T+0_R0,Delta,2024,Seasonal_Rainfall_mm,1347.01,340.79,5688.79,False,False,False
T+0_R0,Ebonyi,2024,Seasonal_Rainfall_mm,903.47,340.79,5688.79,False,False,False
T+0_R0,Edo,2024,Seasonal_Rainfall_mm,1355.78,340.79,5688.79,False,False,False
T+0_R0,Ekiti,2024,Seasonal_Rainfall_mm,1356.8000000000002,340.79,5688.79,False,False,False
T+0_R0,Enugu,2024,Seasonal_Rainfall_mm,975.9,340.79,5688.79,False,False,False
T+0_R0,FCT,2024,Seasonal_Rainfall_mm,1154.31,340.79,5688.79,False,False,False
T+0_R0,Gombe,2024,Seasonal_Rainfall_mm,1433.4500000000005,340.79,5688.79,False,False,False
T+0_R0,Imo,2024,Seasonal_Rainfall_mm,1603.58,340.79,5688.79,False,False,False
T+0_R0,Jigawa,2024,Seasonal_Rainfall_mm,1018.26,340.79,5688.79,False,False,False
T+0_R0,Kaduna,2024,Seasonal_Rainfall_mm,1456.84,340.79,5688.79,False,False,False
T+0_R0,Kano,2024,Seasonal_Rainfall_mm,1001.38,340.79,5688.79,False,False,False
T+0_R0,Katsina,2024,Seasonal_Rainfall_mm,1290.86,340.79,5688.79,False,False,False
T+0_R0,Kebbi,2024,Seasonal_Rainfall_mm,2129.96,340.79,5688.79,False,False,False
T+0_R0,Kogi,2024,Seasonal_Rainfall_mm,876.2099999999998,340.79,5688.79,False,False,False
T+0_R0,Kwara,2024,Seasonal_Rainfall_mm,1215.39,340.79,5688.79,False,False,False
T+0_R0,Lagos,2024,Seasonal_Rainfall_mm,1316.66,340.79,5688.79,False,False,False
T+0_R0,Nasarawa,2024,Seasonal_Rainfall_mm,1023.58,340.79,5688.79,False,False,False
T+0_R0,Niger,2024,Seasonal_Rainfall_mm,908.71,340.79,5688.79,False,False,False
T+0_R0,Ogun,2024,Seasonal_Rainfall_mm,1605.6,340.79,5688.79,False,False,False
T+0_R0,Ondo,2024,Seasonal_Rainfall_mm,1356.8000000000002,340.79,5688.79,False,False,False
T+0_R0,Osun,2024,Seasonal_Rainfall_mm,1679.4299999999998,340.79,5688.79,False,False,False
T+0_R0,Oyo,2024,Seasonal_Rainfall_mm,1632.55,340.79,5688.79,False,False,False
T+0_R0,Plateau,2024,Seasonal_Rainfall_mm,1375.73,340.79,5688.79,False,False,False
T+0_R0,Rivers,2024,Seasonal_Rainfall_mm,1770.85,340.79,5688.79,False,False,False
T+0_R0,Sokoto,2024,Seasonal_Rainfall_mm,1363.51,340.79,5688.79,False,False,False
T+0_R0,Taraba,2024,Seasonal_Rainfall_mm,1095.85,340.79,5688.79,False,False,False
T+0_R0,Yobe,2024,Seasonal_Rainfall_mm,926.85,340.79,5688.79,False,False,False
T+0_R0,Zamfara,2024,Seasonal_Rainfall_mm,694.8700000000001,340.79,5688.79,False,False,False
T+0_R0,Abia,2024,Seasonal_GDD_C,4627.7,2545.795,4805.745,False,False,False
T+0_R0,Adamawa,2024,Seasonal_GDD_C,3318.585,2545.795,4805.745,False,False,False
T+0_R0,Akwa Ibom,2024,Seasonal_GDD_C,4694.005000000001,2545.795,4805.745,False,False,False
T+0_R0,Anambra,2024,Seasonal_GDD_C,4641.875,2545.795,4805.745,False,False,False
T+0_R0,Bauchi,2024,Seasonal_GDD_C,3200.24,2545.795,4805.745,False,False,False
T+0_R0,Bayelsa,2024,Seasonal_GDD_C,4720.065,2545.795,4805.745,False,False,False
T+0_R0,Benue,2024,Seasonal_GDD_C,3758.71,2545.795,4805.745,False,False,False
T+0_R0,Borno,2024,Seasonal_GDD_C,3727.105,2545.795,4805.745,False,False,False
T+0_R0,Cross River,2024,Seasonal_GDD_C,4694.005000000001,2545.795,4805.745,False,False,False
T+0_R0,Delta,2024,Seasonal_GDD_C,4641.875,2545.795,4805.745,False,False,False
T+0_R0,Ebonyi,2024,Seasonal_GDD_C,4949.355,2545.795,4805.745,False,True,True
T+0_R0,Edo,2024,Seasonal_GDD_C,4583.435,2545.795,4805.745,False,False,False
T+0_R0,Ekiti,2024,Seasonal_GDD_C,4302.264999999999,2545.795,4805.745,False,False,False
T+0_R0,Enugu,2024,Seasonal_GDD_C,4722.129999999999,2545.795,4805.745,False,False,False
T+0_R0,FCT,2024,Seasonal_GDD_C,3569.07,2545.795,4805.745,False,False,False
T+0_R0,Gombe,2024,Seasonal_GDD_C,3255.21,2545.795,4805.745,False,False,False
T+0_R0,Imo,2024,Seasonal_GDD_C,4689.094999999999,2545.795,4805.745,False,False,False
T+0_R0,Jigawa,2024,Seasonal_GDD_C,3497.245,2545.795,4805.745,False,False,False
T+0_R0,Kaduna,2024,Seasonal_GDD_C,2800.6800000000003,2545.795,4805.745,False,False,False
T+0_R0,Kano,2024,Seasonal_GDD_C,3483.455,2545.795,4805.745,False,False,False
T+0_R0,Katsina,2024,Seasonal_GDD_C,3208.635,2545.795,4805.745,False,False,False
T+0_R0,Kebbi,2024,Seasonal_GDD_C,3373.3050000000003,2545.795,4805.745,False,False,False
T+0_R0,Kogi,2024,Seasonal_GDD_C,3787.005,2545.795,4805.745,False,False,False
T+0_R0,Kwara,2024,Seasonal_GDD_C,3515.295,2545.795,4805.745,False,False,False
T+0_R0,Lagos,2024,Seasonal_GDD_C,4739.834999999999,2545.795,4805.745,False,False,False
T+0_R0,Nasarawa,2024,Seasonal_GDD_C,3821.105,2545.795,4805.745,False,False,False
T+0_R0,Niger,2024,Seasonal_GDD_C,3892.51,2545.795,4805.745,False,False,False
T+0_R0,Ogun,2024,Seasonal_GDD_C,4582.57,2545.795,4805.745,False,False,False
T+0_R0,Ondo,2024,Seasonal_GDD_C,4302.264999999999,2545.795,4805.745,False,False,False
T+0_R0,Osun,2024,Seasonal_GDD_C,4410.16,2545.795,4805.745,False,False,False
T+0_R0,Oyo,2024,Seasonal_GDD_C,4472.030000000001,2545.795,4805.745,False,False,False
T+0_R0,Plateau,2024,Seasonal_GDD_C,3065.7900000000004,2545.795,4805.745,False,False,False
T+0_R0,Rivers,2024,Seasonal_GDD_C,4714.629999999999,2545.795,4805.745,False,False,False
T+0_R0,Sokoto,2024,Seasonal_GDD_C,3433.615,2545.795,4805.745,False,False,False
T+0_R0,Taraba,2024,Seasonal_GDD_C,3227.08,2545.795,4805.745,False,False,False
T+0_R0,Yobe,2024,Seasonal_GDD_C,3455.5950000000003,2545.795,4805.745,False,False,False
T+0_R0,Zamfara,2024,Seasonal_GDD_C,3260.635,2545.795,4805.745,False,False,False
T+0_R0,Abia,2024,Mean_Tmax_C,30.031090909090903,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Adamawa,2024,Mean_Tmax_C,32.40342391304348,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Akwa Ibom,2024,Mean_Tmax_C,29.75338181818182,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Anambra,2024,Mean_Tmax_C,30.05850909090909,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Bauchi,2024,Mean_Tmax_C,31.968804347826087,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Bayelsa,2024,Mean_Tmax_C,29.968800000000005,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Benue,2024,Mean_Tmax_C,31.120794392523365,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Borno,2024,Mean_Tmax_C,35.42760869565217,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Cross River,2024,Mean_Tmax_C,29.75338181818182,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Delta,2024,Mean_Tmax_C,30.05850909090909,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Ebonyi,2024,Mean_Tmax_C,31.96454545454545,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Edo,2024,Mean_Tmax_C,29.72083636363637,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Ekiti,2024,Mean_Tmax_C,29.06705454545454,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Enugu,2024,Mean_Tmax_C,30.869672727272725,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,FCT,2024,Mean_Tmax_C,30.60518691588785,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Gombe,2024,Mean_Tmax_C,31.93304347826087,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Imo,2024,Mean_Tmax_C,30.22494545454545,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Jigawa,2024,Mean_Tmax_C,34.34570652173913,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Kaduna,2024,Mean_Tmax_C,29.12326086956521,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Kano,2024,Mean_Tmax_C,34.5625,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Katsina,2024,Mean_Tmax_C,31.866684782608697,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Kebbi,2024,Mean_Tmax_C,32.69858695652174,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Kogi,2024,Mean_Tmax_C,31.41172897196261,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Kwara,2024,Mean_Tmax_C,30.14434579439252,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Lagos,2024,Mean_Tmax_C,29.03090909090909,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Nasarawa,2024,Mean_Tmax_C,31.623457943925235,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Niger,2024,Mean_Tmax_C,32.02266355140187,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Ogun,2024,Mean_Tmax_C,29.627236363636364,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Ondo,2024,Mean_Tmax_C,29.06705454545454,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Osun,2024,Mean_Tmax_C,29.38592727272728,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Oyo,2024,Mean_Tmax_C,29.67494545454545,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Plateau,2024,Mean_Tmax_C,28.977289719626164,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Rivers,2024,Mean_Tmax_C,30.30472727272727,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Sokoto,2024,Mean_Tmax_C,33.102663043478266,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Taraba,2024,Mean_Tmax_C,31.396032608695656,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Yobe,2024,Mean_Tmax_C,33.55940217391304,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Zamfara,2024,Mean_Tmax_C,32.69663043478261,26.530373831775705,37.37739130434783,False,False,False
T+0_R0,Abia,2024,Mean_Tmin_C,23.62490909090909,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Adamawa,2024,Mean_Tmin_C,23.668152173913047,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Akwa Ibom,2024,Mean_Tmin_C,24.384836363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Anambra,2024,Mean_Tmin_C,23.700581818181817,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Bauchi,2024,Mean_Tmin_C,22.816413043478263,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Bayelsa,2024,Mean_Tmin_C,24.358945454545456,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Benue,2024,Mean_Tmin_C,24.007336448598124,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Borno,2024,Mean_Tmin_C,25.08440217391305,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Cross River,2024,Mean_Tmin_C,24.384836363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Delta,2024,Mean_Tmin_C,23.700581818181817,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Ebonyi,2024,Mean_Tmin_C,24.03076363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Edo,2024,Mean_Tmin_C,23.613236363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Ekiti,2024,Mean_Tmin_C,22.22214545454545,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Enugu,2024,Mean_Tmin_C,23.47309090909091,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,FCT,2024,Mean_Tmin_C,22.75060747663552,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Gombe,2024,Mean_Tmin_C,23.44967391304348,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Imo,2024,Mean_Tmin_C,23.87756363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Jigawa,2024,Mean_Tmin_C,23.66782608695652,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Kaduna,2024,Mean_Tmin_C,21.31891304347826,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Kano,2024,Mean_Tmin_C,23.301141304347823,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Katsina,2024,Mean_Tmin_C,23.009782608695648,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Kebbi,2024,Mean_Tmin_C,23.96777173913044,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Kogi,2024,Mean_Tmin_C,23.98084112149533,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Kwara,2024,Mean_Tmin_C,22.7088785046729,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Lagos,2024,Mean_Tmin_C,25.44061818181818,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Nasarawa,2024,Mean_Tmin_C,24.08780373831776,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Niger,2024,Mean_Tmin_C,24.355934579439253,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Ogun,2024,Mean_Tmin_C,23.70054545454545,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Ondo,2024,Mean_Tmin_C,22.22214545454545,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Osun,2024,Mean_Tmin_C,22.68796363636364,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Oyo,2024,Mean_Tmin_C,22.848909090909093,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Plateau,2024,Mean_Tmin_C,19.67495327102804,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Rivers,2024,Mean_Tmin_C,23.983490909090907,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Sokoto,2024,Mean_Tmin_C,24.219239130434783,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Taraba,2024,Mean_Tmin_C,23.68092391304348,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Yobe,2024,Mean_Tmin_C,24.001413043478266,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Zamfara,2024,Mean_Tmin_C,22.745054347826088,18.60668224299065,25.44163043478261,False,False,False
T+0_R0,Abia,2024,Rainfall_Anomaly_Z_2000_2019,-0.9196010910323762,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Adamawa,2024,Rainfall_Anomaly_Z_2000_2019,0.5051163098175504,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Akwa Ibom,2024,Rainfall_Anomaly_Z_2000_2019,-1.8894777114847503,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Anambra,2024,Rainfall_Anomaly_Z_2000_2019,-0.6683966152075341,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Bauchi,2024,Rainfall_Anomaly_Z_2000_2019,2.02423422833577,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Bayelsa,2024,Rainfall_Anomaly_Z_2000_2019,-0.5543351476094643,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Benue,2024,Rainfall_Anomaly_Z_2000_2019,-0.7241881075650657,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Borno,2024,Rainfall_Anomaly_Z_2000_2019,0.42056748374470254,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Cross River,2024,Rainfall_Anomaly_Z_2000_2019,-1.8894777114847503,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Delta,2024,Rainfall_Anomaly_Z_2000_2019,-0.6683966152075341,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Ebonyi,2024,Rainfall_Anomaly_Z_2000_2019,-1.546026003363861,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Edo,2024,Rainfall_Anomaly_Z_2000_2019,-0.6234406615451246,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Ekiti,2024,Rainfall_Anomaly_Z_2000_2019,-0.4765436240340352,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Enugu,2024,Rainfall_Anomaly_Z_2000_2019,-1.4811767773960562,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,FCT,2024,Rainfall_Anomaly_Z_2000_2019,-0.08568234323625827,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Gombe,2024,Rainfall_Anomaly_Z_2000_2019,2.8998050239842996,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Imo,2024,Rainfall_Anomaly_Z_2000_2019,-0.38360296346834166,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Jigawa,2024,Rainfall_Anomaly_Z_2000_2019,2.6316584935954377,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Kaduna,2024,Rainfall_Anomaly_Z_2000_2019,0.6432506088992287,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Kano,2024,Rainfall_Anomaly_Z_2000_2019,2.4299972049098826,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Katsina,2024,Rainfall_Anomaly_Z_2000_2019,5.707961992605356,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Kebbi,2024,Rainfall_Anomaly_Z_2000_2019,13.219542711920042,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Kogi,2024,Rainfall_Anomaly_Z_2000_2019,-0.7200297516520903,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Kwara,2024,Rainfall_Anomaly_Z_2000_2019,0.4170836233829001,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Lagos,2024,Rainfall_Anomaly_Z_2000_2019,-0.4318672772924319,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Nasarawa,2024,Rainfall_Anomaly_Z_2000_2019,0.05565498808039316,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Niger,2024,Rainfall_Anomaly_Z_2000_2019,-0.9102163018812439,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Ogun,2024,Rainfall_Anomaly_Z_2000_2019,0.00739898672540789,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Ondo,2024,Rainfall_Anomaly_Z_2000_2019,-0.4765436240340352,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Osun,2024,Rainfall_Anomaly_Z_2000_2019,0.17072752189038023,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Oyo,2024,Rainfall_Anomaly_Z_2000_2019,0.1658194519402747,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Plateau,2024,Rainfall_Anomaly_Z_2000_2019,1.5272735899390373,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Rivers,2024,Rainfall_Anomaly_Z_2000_2019,-0.7322444356504656,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Sokoto,2024,Rainfall_Anomaly_Z_2000_2019,4.944994593631734,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Taraba,2024,Rainfall_Anomaly_Z_2000_2019,1.2225505917593709,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Yobe,2024,Rainfall_Anomaly_Z_2000_2019,2.0400254849642683,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R0,Zamfara,2024,Rainfall_Anomaly_Z_2000_2019,-0.10219223368297295,-2.9722877578679507,15.012756673567567,False,False,False
T+0_R-10,Abia,2024,Seasonal_Rainfall_mm,1220.895,340.79,5688.79,False,False,False
T+0_R-10,Adamawa,2024,Seasonal_Rainfall_mm,813.816,340.79,5688.79,False,False,False
T+0_R-10,Akwa Ibom,2024,Seasonal_Rainfall_mm,1682.181,340.79,5688.79,False,False,False
T+0_R-10,Anambra,2024,Seasonal_Rainfall_mm,1212.309,340.79,5688.79,False,False,False
T+0_R-10,Bauchi,2024,Seasonal_Rainfall_mm,976.5989999999999,340.79,5688.79,False,False,False
T+0_R-10,Bayelsa,2024,Seasonal_Rainfall_mm,1694.682,340.79,5688.79,False,False,False
T+0_R-10,Benue,2024,Seasonal_Rainfall_mm,866.835,340.79,5688.79,False,False,False
T+0_R-10,Borno,2024,Seasonal_Rainfall_mm,524.8439999999999,340.79,5688.79,False,False,False
T+0_R-10,Cross River,2024,Seasonal_Rainfall_mm,1682.181,340.79,5688.79,False,False,False
T+0_R-10,Delta,2024,Seasonal_Rainfall_mm,1212.309,340.79,5688.79,False,False,False
T+0_R-10,Ebonyi,2024,Seasonal_Rainfall_mm,813.123,340.79,5688.79,False,False,False
T+0_R-10,Edo,2024,Seasonal_Rainfall_mm,1220.202,340.79,5688.79,False,False,False
T+0_R-10,Ekiti,2024,Seasonal_Rainfall_mm,1221.1200000000001,340.79,5688.79,False,False,False
T+0_R-10,Enugu,2024,Seasonal_Rainfall_mm,878.31,340.79,5688.79,False,False,False
T+0_R-10,FCT,2024,Seasonal_Rainfall_mm,1038.879,340.79,5688.79,False,False,False
T+0_R-10,Gombe,2024,Seasonal_Rainfall_mm,1290.1050000000005,340.79,5688.79,False,False,False
T+0_R-10,Imo,2024,Seasonal_Rainfall_mm,1443.222,340.79,5688.79,False,False,False
T+0_R-10,Jigawa,2024,Seasonal_Rainfall_mm,916.434,340.79,5688.79,False,False,False
T+0_R-10,Kaduna,2024,Seasonal_Rainfall_mm,1311.156,340.79,5688.79,False,False,False
T+0_R-10,Kano,2024,Seasonal_Rainfall_mm,901.242,340.79,5688.79,False,False,False
T+0_R-10,Katsina,2024,Seasonal_Rainfall_mm,1161.774,340.79,5688.79,False,False,False
T+0_R-10,Kebbi,2024,Seasonal_Rainfall_mm,1916.9640000000002,340.79,5688.79,False,False,False
T+0_R-10,Kogi,2024,Seasonal_Rainfall_mm,788.5889999999998,340.79,5688.79,False,False,False
T+0_R-10,Kwara,2024,Seasonal_Rainfall_mm,1093.851,340.79,5688.79,False,False,False
T+0_R-10,Lagos,2024,Seasonal_Rainfall_mm,1184.9940000000001,340.79,5688.79,False,False,False
T+0_R-10,Nasarawa,2024,Seasonal_Rainfall_mm,921.2220000000001,340.79,5688.79,False,False,False
T+0_R-10,Niger,2024,Seasonal_Rainfall_mm,817.839,340.79,5688.79,False,False,False
T+0_R-10,Ogun,2024,Seasonal_Rainfall_mm,1445.04,340.79,5688.79,False,False,False
T+0_R-10,Ondo,2024,Seasonal_Rainfall_mm,1221.1200000000001,340.79,5688.79,False,False,False
T+0_R-10,Osun,2024,Seasonal_Rainfall_mm,1511.4869999999999,340.79,5688.79,False,False,False
T+0_R-10,Oyo,2024,Seasonal_Rainfall_mm,1469.295,340.79,5688.79,False,False,False
T+0_R-10,Plateau,2024,Seasonal_Rainfall_mm,1238.1570000000002,340.79,5688.79,False,False,False
T+0_R-10,Rivers,2024,Seasonal_Rainfall_mm,1593.7649999999999,340.79,5688.79,False,False,False
T+0_R-10,Sokoto,2024,Seasonal_Rainfall_mm,1227.159,340.79,5688.79,False,False,False
T+0_R-10,Taraba,2024,Seasonal_Rainfall_mm,986.265,340.79,5688.79,False,False,False
T+0_R-10,Yobe,2024,Seasonal_Rainfall_mm,834.1650000000001,340.79,5688.79,False,False,False
T+0_R-10,Zamfara,2024,Seasonal_Rainfall_mm,625.3830000000002,340.79,5688.79,False,False,False
T+0_R-10,Abia,2024,Seasonal_GDD_C,4627.7,2545.795,4805.745,False,False,False
T+0_R-10,Adamawa,2024,Seasonal_GDD_C,3318.585,2545.795,4805.745,False,False,False
T+0_R-10,Akwa Ibom,2024,Seasonal_GDD_C,4694.005000000001,2545.795,4805.745,False,False,False
T+0_R-10,Anambra,2024,Seasonal_GDD_C,4641.875,2545.795,4805.745,False,False,False
T+0_R-10,Bauchi,2024,Seasonal_GDD_C,3200.24,2545.795,4805.745,False,False,False
T+0_R-10,Bayelsa,2024,Seasonal_GDD_C,4720.065,2545.795,4805.745,False,False,False
T+0_R-10,Benue,2024,Seasonal_GDD_C,3758.71,2545.795,4805.745,False,False,False
T+0_R-10,Borno,2024,Seasonal_GDD_C,3727.105,2545.795,4805.745,False,False,False
T+0_R-10,Cross River,2024,Seasonal_GDD_C,4694.005000000001,2545.795,4805.745,False,False,False
T+0_R-10,Delta,2024,Seasonal_GDD_C,4641.875,2545.795,4805.745,False,False,False
T+0_R-10,Ebonyi,2024,Seasonal_GDD_C,4949.355,2545.795,4805.745,False,True,True
T+0_R-10,Edo,2024,Seasonal_GDD_C,4583.435,2545.795,4805.745,False,False,False
T+0_R-10,Ekiti,2024,Seasonal_GDD_C,4302.264999999999,2545.795,4805.745,False,False,False
T+0_R-10,Enugu,2024,Seasonal_GDD_C,4722.129999999999,2545.795,4805.745,False,False,False
T+0_R-10,FCT,2024,Seasonal_GDD_C,3569.07,2545.795,4805.745,False,False,False
T+0_R-10,Gombe,2024,Seasonal_GDD_C,3255.21,2545.795,4805.745,False,False,False
T+0_R-10,Imo,2024,Seasonal_GDD_C,4689.094999999999,2545.795,4805.745,False,False,False
T+0_R-10,Jigawa,2024,Seasonal_GDD_C,3497.245,2545.795,4805.745,False,False,False
T+0_R-10,Kaduna,2024,Seasonal_GDD_C,2800.6800000000003,2545.795,4805.745,False,False,False
T+0_R-10,Kano,2024,Seasonal_GDD_C,3483.455,2545.795,4805.745,False,False,False
T+0_R-10,Katsina,2024,Seasonal_GDD_C,3208.635,2545.795,4805.745,False,False,False
T+0_R-10,Kebbi,2024,Seasonal_GDD_C,3373.3050000000003,2545.795,4805.745,False,False,False
T+0_R-10,Kogi,2024,Seasonal_GDD_C,3787.005,2545.795,4805.745,False,False,False
T+0_R-10,Kwara,2024,Seasonal_GDD_C,3515.295,2545.795,4805.745,False,False,False
T+0_R-10,Lagos,2024,Seasonal_GDD_C,4739.834999999999,2545.795,4805.745,False,False,False
T+0_R-10,Nasarawa,2024,Seasonal_GDD_C,3821.105,2545.795,4805.745,False,False,False
T+0_R-10,Niger,2024,Seasonal_GDD_C,3892.51,2545.795,4805.745,False,False,False
T+0_R-10,Ogun,2024,Seasonal_GDD_C,4582.57,2545.795,4805.745,False,False,False
T+0_R-10,Ondo,2024,Seasonal_GDD_C,4302.264999999999,2545.795,4805.745,False,False,False
T+0_R-10,Osun,2024,Seasonal_GDD_C,4410.16,2545.795,4805.745,False,False,False
T+0_R-10,Oyo,2024,Seasonal_GDD_C,4472.030000000001,2545.795,4805.745,False,False,False
