Model,Scenario,Scenario_Type,Extreme_Type,State,Year,Temperature_Shift_C,Rainfall_Shift_pct,Predicted_Yield_Baseline,Predicted_Yield_Stress,Yield_Change_MT_Ha,Yield_Change_pct
RandomForest,T+1_R-20,Compound,Most_Positive,Lagos,2024,1.0,-20.0,1.6620472915972913,1.860207073667072,0.1981597820697809,11.922631989571231
RandomForest,T+1_R-20,Compound,Most_Positive,FCT,2024,1.0,-20.0,2.5084377397602404,2.821300720298221,0.3128629805379805,12.472423595727133
RandomForest,T+1_R-20,Compound,Most_Positive,Kwara,2024,1.0,-20.0,2.33390232850483,2.7056131709956714,0.3717108424908413,15.926580900622808
RandomForest,T+1_R-30,Compound,Most_Negative,Ekiti,2024,1.0,-30.0,2.1849544208569216,1.9056234090909083,-0.2793310117660132,-12.7842946790836
RandomForest,T+1_R-30,Compound,Most_Negative,Ondo,2024,1.0,-30.0,2.1849544208569216,1.9056234090909083,-0.2793310117660132,-12.7842946790836
RandomForest,T+1_R-30,Compound,Most_Negative,Ogun,2024,1.0,-30.0,2.039880582935582,1.8667942032967024,-0.1730863796388797,-8.485123153130463
RandomForest,T+1_R-30,Compound,Most_Negative,Edo,2024,1.0,-30.0,2.0688820586820573,1.902008409645909,-0.1668736490361486,-8.065885067535092
RandomForest,T+1_R-30,Compound,Most_Negative,Niger,2024,1.0,-30.0,2.7895873544973533,2.644637594997594,-0.144949759499759,-5.196100393345708
RandomForest,T+1_R-30,Compound,Most_Positive,Bauchi,2024,1.0,-30.0,2.347526554186554,2.3798438738113727,0.0323173196248185,1.376654060299517
RandomForest,T+1_R-30,Compound,Most_Positive,Katsina,2024,1.0,-30.0,1.9979591144041131,2.040350946368445,0.0423918319643321,2.1217567295903064
RandomForest,T+1_R-30,Compound,Most_Positive,Lagos,2024,1.0,-30.0,1.6620472915972913,1.860207073667072,0.1981597820697809,11.922631989571231
RandomForest,T+1_R-30,Compound,Most_Positive,FCT,2024,1.0,-30.0,2.5084377397602404,2.801556011303511,0.2931182715432707,11.685291880965217
RandomForest,T+1_R-30,Compound,Most_Positive,Kwara,2024,1.0,-30.0,2.33390232850483,2.6950625096200094,0.3611601811151792,15.474519936168432
RandomForest,T+1_R0,Heat,Most_Negative,Ekiti,2024,1.0,0.0,2.1849544208569216,1.9723653583453584,-0.2125890625115629,-9.729679506457952
RandomForest,T+1_R0,Heat,Most_Negative,Ondo,2024,1.0,0.0,2.1849544208569216,1.9723653583453584,-0.2125890625115629,-9.729679506457952
RandomForest,T+1_R0,Heat,Most_Negative,Kaduna,2024,1.0,0.0,2.2874002532652518,2.157309434084433,-0.1300908191808183,-5.687278341213541
RandomForest,T+1_R0,Heat,Most_Negative,Niger,2024,1.0,0.0,2.7895873544973533,2.6678903330928327,-0.1216970214045205,-4.362545636304289
RandomForest,T+1_R0,Heat,Most_Negative,Edo,2024,1.0,0.0,2.0688820586820573,1.957529586894586,-0.1113524717874714,-5.382253247360386
RandomForest,T+1_R0,Heat,Most_Positive,Katsina,2024,1.0,0.0,1.9979591144041131,2.060556528379028,0.0625974139749148,3.133067815233263
RandomForest,T+1_R0,Heat,Most_Positive,Osun,2024,1.0,0.0,1.9470981176231177,2.032427685925184,0.0853295683020662,4.382396938795806
RandomForest,T+1_R0,Heat,Most_Positive,Lagos,2024,1.0,0.0,1.6620472915972913,1.914619274244273,0.2525719826469816,15.196437786330996
RandomForest,T+1_R0,Heat,Most_Positive,FCT,2024,1.0,0.0,2.5084377397602404,2.8215856938431942,0.3131479540829538,12.48378419441596
RandomForest,T+1_R0,Heat,Most_Positive,Kwara,2024,1.0,0.0,2.33390232850483,2.6973014147889147,0.3633990862840845,15.57044962189524
RandomForest,T+2_R-10,Compound,Most_Negative,Ekiti,2024,2.0,-10.0,2.1849544208569216,1.7995804995929987,-0.3853739212639229,-17.637618322160804
RandomForest,T+2_R-10,Compound,Most_Negative,Ondo,2024,2.0,-10.0,2.1849544208569216,1.7995804995929987,-0.3853739212639229,-17.637618322160804
RandomForest,T+2_R-10,Compound,Most_Negative,Niger,2024,2.0,-10.0,2.7895873544973533,2.4894226202501195,-0.3001647342472338,-10.76018407393876
RandomForest,T+2_R-10,Compound,Most_Negative,Nasarawa,2024,2.0,-10.0,2.855585733525734,2.6072045250120253,-0.2483812085137087,-8.698082694475346
RandomForest,T+2_R-10,Compound,Most_Negative,Edo,2024,2.0,-10.0,2.0688820586820573,1.9015984890109885,-0.167283569671069,-8.085698697471132
RandomForest,T+2_R-10,Compound,Most_Positive,Gombe,2024,2.0,-10.0,2.5915788844488827,2.7459540407740413,0.1543751563251585,5.956799434179194
RandomForest,T+2_R-10,Compound,Most_Positive,Lagos,2024,2.0,-10.0,1.6620472915972913,1.862673713878712,0.2006264222814204,12.07104173844601
RandomForest,T+2_R-10,Compound,Most_Positive,Adamawa,2024,2.0,-10.0,2.5210381298331286,2.752315127465128,0.231276997631999,9.173879398932678
RandomForest,T+2_R-10,Compound,Most_Positive,FCT,2024,2.0,-10.0,2.5084377397602404,2.7515679785954794,0.243130238835239,9.69249644834628
RandomForest,T+2_R-10,Compound,Most_Positive,Kwara,2024,2.0,-10.0,2.33390232850483,2.678013792688793,0.3441114641839631,14.74403877065462
RandomForest,T+2_R-20,Compound,Most_Negative,Ekiti,2024,2.0,-20.0,2.1849544208569216,1.7988179599104597,-0.3861364609464619,-17.67251789147264
RandomForest,T+2_R-20,Compound,Most_Negative,Ondo,2024,2.0,-20.0,2.1849544208569216,1.7988179599104597,-0.3861364609464619,-17.67251789147264
RandomForest,T+2_R-20,Compound,Most_Negative,Niger,2024,2.0,-20.0,2.7895873544973533,2.486609286916786,-0.3029780675805673,-10.861035310190529
RandomForest,T+2_R-20,Compound,Most_Negative,Nasarawa,2024,2.0,-20.0,2.855585733525734,2.587856151996152,-0.2677295815295819,-9.375645016933936
RandomForest,T+2_R-20,Compound,Most_Negative,Ogun,2024,2.0,-20.0,2.039880582935582,1.8634957905982892,-0.1763847923372927,-8.646819515457041
RandomForest,T+2_R-20,Compound,Most_Positive,Gombe,2024,2.0,-20.0,2.5915788844488827,2.7609516333666337,0.169372748917751,6.535504280193629
RandomForest,T+2_R-20,Compound,Most_Positive,Lagos,2024,2.0,-20.0,1.6620472915972913,1.8624552218152204,0.2004079302179291,12.05789577896604
RandomForest,T+2_R-20,Compound,Most_Positive,Adamawa,2024,2.0,-20.0,2.5210381298331286,2.750784095719096,0.229745965885967,9.11314918910704
RandomForest,T+2_R-20,Compound,Most_Positive,FCT,2024,2.0,-20.0,2.5084377397602404,2.755042026214528,0.2466042864542874,9.830990920980888
RandomForest,T+2_R-20,Compound,Most_Positive,Kwara,2024,2.0,-20.0,2.33390232850483,2.675979652477153,0.3420773239723229,14.656882586490594
RandomForest,T+2_R-30,Compound,Most_Negative,Ekiti,2024,2.0,-30.0,2.1849544208569216,1.7988179599104597,-0.3861364609464619,-17.67251789147264
RandomForest,T+2_R-30,Compound,Most_Negative,Ondo,2024,2.0,-30.0,2.1849544208569216,1.7988179599104597,-0.3861364609464619,-17.67251789147264
RandomForest,T+2_R-30,Compound,Most_Negative,Niger,2024,2.0,-30.0,2.7895873544973533,2.483323731361231,-0.3062636231361222,-10.978814577803636
RandomForest,T+2_R-30,Compound,Most_Negative,Nasarawa,2024,2.0,-30.0,2.855585733525734,2.578116601731601,-0.2774691317941329,-9.716715157122858
RandomForest,T+2_R-30,Compound,Most_Negative,Kogi,2024,2.0,-30.0,2.7516167929292936,2.574584235209235,-0.1770325577200586,-6.433764984098486
RandomForest,T+2_R-30,Compound,Most_Positive,Gombe,2024,2.0,-30.0,2.5915788844488827,2.7618434058534063,0.1702645214045235,6.56991467349185
RandomForest,T+2_R-30,Compound,Most_Positive,Lagos,2024,2.0,-30.0,1.6620472915972913,1.86245522181522,0.2004079302179289,12.057895778966024
RandomForest,T+2_R-30,Compound,Most_Positive,FCT,2024,2.0,-30.0,2.5084377397602404,2.7329836135161143,0.2245458737558738,8.951622366251604
RandomForest,T+2_R-30,Compound,Most_Positive,Adamawa,2024,2.0,-30.0,2.5210381298331286,2.7471121909571905,0.2260740611240619,8.9674986843228
RandomForest,T+2_R-30,Compound,Most_Positive,Kwara,2024,2.0,-30.0,2.33390232850483,2.663740287397788,0.3298379588929578,14.132466250387704
RandomForest,T+2_R0,Heat,Most_Negative,Ekiti,2024,2.0,0.0,2.1849544208569216,1.85445516048766,-0.330499260369262,-15.126139804767316
RandomForest,T+2_R0,Heat,Most_Negative,Ondo,2024,2.0,0.0,2.1849544208569216,1.85445516048766,-0.330499260369262,-15.126139804767316
RandomForest,T+2_R0,Heat,Most_Negative,Niger,2024,2.0,0.0,2.7895873544973533,2.506576469456469,-0.2830108850408841,-10.145259820762234
RandomForest,T+2_R0,Heat,Most_Negative,Nasarawa,2024,2.0,0.0,2.855585733525734,2.602722501202501,-0.2528632323232331,-8.855039067975314
RandomForest,T+2_R0,Heat,Most_Negative,Kogi,2024,2.0,0.0,2.7516167929292936,2.586497092352093,-0.1651197005772005,-6.000824715182041
RandomForest,T+2_R0,Heat,Most_Positive,Gombe,2024,2.0,0.0,2.5915788844488827,2.7467859599659605,0.1552070755170778,5.988900297359987
RandomForest,T+2_R0,Heat,Most_Positive,Adamawa,2024,2.0,0.0,2.5210381298331286,2.7458942259592267,0.2248560961260981,8.919186642408368
RandomForest,T+2_R0,Heat,Most_Positive,FCT,2024,2.0,0.0,2.5084377397602404,2.7521344600769613,0.2436967203167208,9.71507948768199
RandomForest,T+2_R0,Heat,Most_Positive,Lagos,2024,2.0,0.0,1.6620472915972913,1.915828533503532,0.2537812419062408,15.269194997595244
RandomForest,T+2_R0,Heat,Most_Positive,Kwara,2024,2.0,0.0,2.33390232850483,2.6644112296037306,0.3305089010989004,14.161213906094977
Ridge,T+0_R-10,Drought,Most_Negative,Kebbi,2024,0.0,-10.0,2.632935313166963,2.586960087261946,-0.0459752259050167,-1.7461585810749218
Ridge,T+0_R-10,Drought,Most_Negative,Katsina,2024,0.0,-10.0,2.2080260154060616,2.184024602629984,-0.0240014127760774,-1.0870076986689652
Ridge,T+0_R-10,Drought,Most_Negative,Sokoto,2024,0.0,-10.0,2.2451522787394262,2.2277375210458983,-0.0174147576935279,-0.775660424392493
Ridge,T+0_R-10,Drought,Most_Negative,Adamawa,2024,0.0,-10.0,2.228160901514542,2.21287239169455,-0.0152885098199919,-0.6861492726849282
Ridge,T+0_R-10,Drought,Most_Negative,Yobe,2024,0.0,-10.0,2.159000713191354,2.145421499050814,-0.0135792141405399,-0.6289582980483452
Ridge,T+0_R-10,Drought,Most_Positive,Imo,2024,0.0,-10.0,2.0945526450593923,2.1037280872709823,0.0091754422115899,0.4380621434000658
Ridge,T+0_R-10,Drought,Most_Positive,Akwa Ibom,2024,0.0,-10.0,1.872649060175104,1.8819027146210725,0.0092536544459684,0.4941478167352515
Ridge,T+0_R-10,Drought,Most_Positive,Cross River,2024,0.0,-10.0,2.030445114502975,2.039698768948944,0.0092536544459687,0.4557451161753699
Ridge,T+0_R-10,Drought,Most_Positive,Rivers,2024,0.0,-10.0,2.26062565983569,2.27112011776878,0.0104944579330896,0.4642280285296083
Ridge,T+0_R-10,Drought,Most_Positive,Bayelsa,2024,0.0,-10.0,2.1283699370790585,2.140426983167895,0.0120570460888362,0.5664920312388544
Ridge,T+0_R-20,Drought,Most_Negative,Kebbi,2024,0.0,-20.0,2.632935313166963,2.540984861356929,-0.0919504518100335,-3.492317162149844
Ridge,T+0_R-20,Drought,Most_Negative,Katsina,2024,0.0,-20.0,2.2080260154060616,2.160023189853906,-0.0480028255521554,-2.1740153973379504
Ridge,T+0_R-20,Drought,Most_Negative,Sokoto,2024,0.0,-20.0,2.2451522787394262,2.2103227633523703,-0.0348295153870559,-1.551320848784986
Ridge,T+0_R-20,Drought,Most_Negative,Adamawa,2024,0.0,-20.0,2.228160901514542,2.1975838818745577,-0.0305770196399843,-1.3722985453698762
Ridge,T+0_R-20,Drought,Most_Negative,Yobe,2024,0.0,-20.0,2.159000713191354,2.131842284910273,-0.0271584282810808,-1.2579165960967316
Ridge,T+0_R-20,Drought,Most_Positive,Imo,2024,0.0,-20.0,2.0945526450593923,2.112903529482572,0.0183508844231794,0.8761242868001105
Ridge,T+0_R-20,Drought,Most_Positive,Akwa Ibom,2024,0.0,-20.0,1.872649060175104,1.891156369067041,0.0185073088919369,0.9882956334705032
Ridge,T+0_R-20,Drought,Most_Positive,Cross River,2024,0.0,-20.0,2.030445114502975,2.048952423394912,0.0185073088919369,0.911490232350718
Ridge,T+0_R-20,Drought,Most_Positive,Rivers,2024,0.0,-20.0,2.26062565983569,2.281614575701869,0.0209889158661793,0.9284560570592166
Ridge,T+0_R-20,Drought,Most_Positive,Bayelsa,2024,0.0,-20.0,2.1283699370790585,2.1524840292567307,0.0241140921776721,1.132984062477688
Ridge,T+0_R-30,Drought,Most_Negative,Kebbi,2024,0.0,-30.0,2.632935313166963,2.4950096354519125,-0.1379256777150503,-5.2384757432247655
Ridge,T+0_R-30,Drought,Most_Negative,Katsina,2024,0.0,-30.0,2.2080260154060616,2.1360217770778283,-0.0720042383282333,-3.2610230960069355
Ridge,T+0_R-30,Drought,Most_Negative,Sokoto,2024,0.0,-30.0,2.2451522787394262,2.1929080056588424,-0.0522442730805838,-2.326981273177479
Ridge,T+0_R-30,Drought,Most_Negative,Adamawa,2024,0.0,-30.0,2.228160901514542,2.1822953720545653,-0.0458655294599767,-2.0584478180548245
Ridge,T+0_R-30,Drought,Most_Negative,Yobe,2024,0.0,-30.0,2.159000713191354,2.118263070769733,-0.0407376424216208,-1.8868748941450768
Ridge,T+0_R-30,Drought,Most_Positive,Imo,2024,0.0,-30.0,2.0945526450593923,2.1220789716941617,0.0275263266347693,1.3141864302001762
Ridge,T+0_R-30,Drought,Most_Positive,Akwa Ibom,2024,0.0,-30.0,1.872649060175104,1.9004100235130097,0.0277609633379056,1.4824434502057666
Ridge,T+0_R-30,Drought,Most_Positive,Cross River,2024,0.0,-30.0,2.030445114502975,2.0582060778408806,0.0277609633379056,1.367235348526088
Ridge,T+0_R-30,Drought,Most_Positive,Rivers,2024,0.0,-30.0,2.26062565983569,2.29210903363496,0.0314833737992694,1.3926840855888445
Ridge,T+0_R-30,Drought,Most_Positive,Bayelsa,2024,0.0,-30.0,2.1283699370790585,2.164541075345567,0.0361711382665084,1.6994760937165427
Ridge,T+0_R0,Baseline,Most_Negative,Abia,2024,0.0,0.0,2.1076467263764957,2.1076467263764957,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Negative,Adamawa,2024,0.0,0.0,2.228160901514542,2.228160901514542,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Negative,Akwa Ibom,2024,0.0,0.0,1.872649060175104,1.872649060175104,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Negative,Anambra,2024,0.0,0.0,1.995924798496167,1.995924798496167,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Negative,Bauchi,2024,0.0,0.0,2.191140856715601,2.191140856715601,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Positive,Rivers,2024,0.0,0.0,2.26062565983569,2.26062565983569,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Positive,Sokoto,2024,0.0,0.0,2.2451522787394262,2.2451522787394262,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Positive,Taraba,2024,0.0,0.0,2.420993047866713,2.420993047866713,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Positive,Yobe,2024,0.0,0.0,2.159000713191354,2.159000713191354,0.0,0.0
Ridge,T+0_R0,Baseline,Most_Positive,Zamfara,2024,0.0,0.0,2.1907240365142804,2.1907240365142804,0.0,0.0
Ridge,T+1_R-10,Compound,Most_Negative,Kebbi,2024,1.0,-10.0,2.632935313166963,2.6401979871727117,0.0072626740057484,0.2758394393295099
Ridge,T+1_R-10,Compound,Most_Negative,Oyo,2024,1.0,-10.0,2.1484217076763903,2.1674046750469,0.0189829673705097,0.8835773397132837
Ridge,T+1_R-10,Compound,Most_Negative,Lagos,2024,1.0,-10.0,1.6751356367769583,1.6948750701802997,0.0197394334033411,1.17837821427528
Ridge,T+1_R-10,Compound,Most_Negative,Ekiti,2024,1.0,-10.0,2.0437113506512485,2.06408267626918,0.0203713256179316,0.9967809598669658
Ridge,T+1_R-10,Compound,Most_Negative,Ondo,2024,1.0,-10.0,2.0437113506512485,2.06408267626918,0.0203713256179316,0.9967809598669658
Ridge,T+1_R-10,Compound,Most_Positive,Gombe,2024,1.0,-10.0,2.2229100314658363,2.26779746530266,0.0448874338368239,2.019309517768659
Ridge,T+1_R-10,Compound,Most_Positive,Jigawa,2024,1.0,-10.0,2.1819739435208767,2.22696884545384,0.0449949019329634,2.0621191223007336
Ridge,T+1_R-10,Compound,Most_Positive,Zamfara,2024,1.0,-10.0,2.1907240365142804,2.236828306876512,0.0461042703622318,2.104522048134807
Ridge,T+1_R-10,Compound,Most_Positive,Bauchi,2024,1.0,-10.0,2.191140856715601,2.237935216076657,0.0467943593610558,2.1356162118759427
Ridge,T+1_R-10,Compound,Most_Positive,Kaduna,2024,1.0,-10.0,2.363204426464491,2.4185773956531587,0.0553729691886677,2.343130732515991
Ridge,T+1_R-20,Compound,Most_Negative,Kebbi,2024,1.0,-20.0,2.632935313166963,2.5942227612676945,-0.0387125518992683,-1.470319141745412
Ridge,T+1_R-20,Compound,Most_Negative,Katsina,2024,1.0,-20.0,2.2080260154060616,2.2132610897646723,0.0052350743586107,0.2370929654851897
Ridge,T+1_R-20,Compound,Most_Negative,Oyo,2024,1.0,-20.0,2.1484217076763903,2.165580418309646,0.0171587106332555,0.7986658565190843
Ridge,T+1_R-20,Compound,Most_Negative,Sokoto,2024,1.0,-20.0,2.2451522787394262,2.2635606632631355,0.0184083845237092,0.8199169694647598
Ridge,T+1_R-20,Compound,Most_Negative,Lagos,2024,1.0,-20.0,1.6751356367769583,1.693807279475876,0.0186716426989177,1.1146346772756195
Ridge,T+1_R-20,Compound,Most_Positive,Nasarawa,2024,1.0,-20.0,2.211695408595071,2.255330914643028,0.0436355060479565,1.9729437371159069
Ridge,T+1_R-20,Compound,Most_Positive,FCT,2024,1.0,-20.0,2.242027472634796,2.28595467897668,0.0439272063418836,1.959262626263052
Ridge,T+1_R-20,Compound,Most_Positive,Benue,2024,1.0,-20.0,2.19856824250258,2.2432143616803004,0.0446461191777203,2.0306906246813
Ridge,T+1_R-20,Compound,Most_Positive,Bayelsa,2024,1.0,-20.0,2.1283699370790585,2.173291253364495,0.0449213162854365,2.110597199426985
Ridge,T+1_R-20,Compound,Most_Positive,Kaduna,2024,1.0,-20.0,2.363204426464491,2.420712464931061,0.0575080384665702,2.4334770967150763
Ridge,T+1_R-30,Compound,Most_Negative,Kebbi,2024,1.0,-30.0,2.632935313166963,2.5482475353626777,-0.0846877778042851,-3.2164777228203345
Ridge,T+1_R-30,Compound,Most_Negative,Katsina,2024,1.0,-30.0,2.2080260154060616,2.1892596769885944,-0.0187663384174672,-0.8499147331837955
Ridge,T+1_R-30,Compound,Most_Negative,Sokoto,2024,1.0,-30.0,2.2451522787394262,2.246145905569608,0.0009936268301813,0.0442565450722667
Ridge,T+1_R-30,Compound,Most_Negative,Adamawa,2024,1.0,-30.0,2.228160901514542,2.2355332719653305,0.0073723704507884,0.330872444883905
Ridge,T+1_R-30,Compound,Most_Negative,Yobe,2024,1.0,-30.0,2.159000713191354,2.1715009706804977,0.0125002574891439,0.5789834812359349
Ridge,T+1_R-30,Compound,Most_Positive,Akwa Ibom,2024,1.0,-30.0,1.872649060175104,1.9212172476207736,0.0485681874456696,2.593555219637799
Ridge,T+1_R-30,Compound,Most_Positive,Cross River,2024,1.0,-30.0,2.030445114502975,2.079013301948645,0.04856818744567,2.391997060090879
Ridge,T+1_R-30,Compound,Most_Positive,Rivers,2024,1.0,-30.0,2.26062565983569,2.312916257742724,0.0522905979070333,2.3131029093438693
Ridge,T+1_R-30,Compound,Most_Positive,Bayelsa,2024,1.0,-30.0,2.1283699370790585,2.185348299453331,0.0569783623742723,2.677089230665819
Ridge,T+1_R-30,Compound,Most_Positive,Kaduna,2024,1.0,-30.0,2.363204426464491,2.4228475342089637,0.0596431077444723,2.5238234609141434
Ridge,T+1_R0,Heat,Most_Negative,Abia,2024,1.0,0.0,2.1076467263764957,2.1284539504842592,0.0208072241077639,0.9872254134133798
Ridge,T+1_R0,Heat,Most_Negative,Akwa Ibom,2024,1.0,0.0,1.872649060175104,1.893456284282868,0.0208072241077639,1.1111117694320325
Ridge,T+1_R0,Heat,Most_Negative,Anambra,2024,1.0,0.0,1.995924798496167,2.016732022603931,0.0208072241077639,1.0424853743708762
Ridge,T+1_R0,Heat,Most_Negative,Edo,2024,1.0,0.0,2.111047715517973,2.131854939625737,0.0208072241077639,0.9856349505893852
Ridge,T+1_R0,Heat,Most_Negative,Ekiti,2024,1.0,0.0,2.0437113506512485,2.0645185747590125,0.0208072241077639,1.0181097296902273
Ridge,T+1_R0,Heat,Most_Positive,Zamfara,2024,1.0,0.0,2.1907240365142804,2.2439619364250456,0.0532378999107652,2.4301509009538904
Ridge,T+1_R0,Heat,Most_Positive,Kano,2024,1.0,0.0,2.225563194098675,2.2788010940094408,0.0532378999107656,2.392109109816868
Ridge,T+1_R0,Heat,Most_Positive,Kaduna,2024,1.0,0.0,2.363204426464491,2.416442326375257,0.0532378999107656,2.252784368316924
Ridge,T+1_R0,Heat,Most_Positive,Adamawa,2024,1.0,0.0,2.228160901514542,2.281398801425308,0.0532378999107656,2.389320262938749
Ridge,T+1_R0,Heat,Most_Positive,Katsina,2024,1.0,0.0,2.2080260154060616,2.261263915316828,0.0532378999107661,2.41110836282314
Ridge,T+2_R-10,Compound,Most_Negative,Oyo,2024,2.0,-10.0,2.1484217076763903,2.1882118991546644,0.0397901914782741,1.852066162620788
Ridge,T+2_R-10,Compound,Most_Negative,Lagos,2024,2.0,-10.0,1.6751356367769583,1.7156822942880634,0.040546657511105,2.420499965550181
Ridge,T+2_R-10,Compound,Most_Negative,Ekiti,2024,2.0,-10.0,2.0437113506512485,2.0848899003769445,0.041178549725696,2.0148906895572147
Ridge,T+2_R-10,Compound,Most_Negative,Ondo,2024,2.0,-10.0,2.0437113506512485,2.0848899003769445,0.041178549725696,2.0148906895572147
Ridge,T+2_R-10,Compound,Most_Negative,Ogun,2024,2.0,-10.0,2.0336178540548344,2.075595077333274,0.0419772232784394,2.064164768948157
Ridge,T+2_R-10,Compound,Most_Positive,Gombe,2024,2.0,-10.0,2.2229100314658363,2.321035365213426,0.0981253337475895,4.414273738415025
Ridge,T+2_R-10,Compound,Most_Positive,Jigawa,2024,2.0,-10.0,2.1819739435208767,2.2802067453646053,0.0982328018437286,4.5020153487817645
Ridge,T+2_R-10,Compound,Most_Positive,Zamfara,2024,2.0,-10.0,2.1907240365142804,2.290066206787277,0.099342170272997,4.534672949088698
Ridge,T+2_R-10,Compound,Most_Positive,Bauchi,2024,2.0,-10.0,2.191140856715601,2.291173115987423,0.1000322592718214,4.565304825804958
Ridge,T+2_R-10,Compound,Most_Positive,Kaduna,2024,2.0,-10.0,2.363204426464491,2.471815295563924,0.1086108690994329,4.595915100832896
Ridge,T+2_R-20,Compound,Most_Negative,Kebbi,2024,2.0,-20.0,2.632935313166963,2.64746066117846,0.0145253480114972,0.5516788786590366
Ridge,T+2_R-20,Compound,Most_Negative,Oyo,2024,2.0,-20.0,2.1484217076763903,2.18638764241741,0.0379659347410195,1.7671546794265671
Ridge,T+2_R-20,Compound,Most_Negative,Lagos,2024,2.0,-20.0,1.6751356367769583,1.7146145035836402,0.0394788668066818,2.356756428550534
Ridge,T+2_R-20,Compound,Most_Negative,Ekiti,2024,2.0,-20.0,2.0437113506512485,2.0844540018871123,0.0407426512358637,1.9935619197339527
Ridge,T+2_R-20,Compound,Most_Negative,Ondo,2024,2.0,-20.0,2.0437113506512485,2.0844540018871123,0.0407426512358637,1.9935619197339527
Ridge,T+2_R-20,Compound,Most_Positive,Gombe,2024,2.0,-20.0,2.2229100314658363,2.312684899139484,0.0897748676736478,4.038619035537318
Ridge,T+2_R-20,Compound,Most_Positive,Jigawa,2024,2.0,-20.0,2.1819739435208767,2.2719637473868035,0.0899898038659268,4.124238244601467
Ridge,T+2_R-20,Compound,Most_Positive,Zamfara,2024,2.0,-20.0,2.1907240365142804,2.282932577238744,0.0922085407244637,4.209044096269614
Ridge,T+2_R-20,Compound,Most_Positive,Bauchi,2024,2.0,-20.0,2.191140856715601,2.284729575437713,0.093588718722112,4.271232423751906
Ridge,T+2_R-20,Compound,Most_Positive,Kaduna,2024,2.0,-20.0,2.363204426464491,2.4739503648418264,0.1107459383773354,4.686261465031982
Ridge,T+2_R-30,Compound,Most_Negative,Kebbi,2024,2.0,-30.0,2.632935313166963,2.601485435273444,-0.0314498778935194,-1.1944797024158853
Ridge,T+2_R-30,Compound,Most_Negative,Katsina,2024,2.0,-30.0,2.2080260154060616,2.24249757689936,0.034471561493298,1.5611936296393043
Ridge,T+2_R-30,Compound,Most_Negative,Oyo,2024,2.0,-30.0,2.1484217076763903,2.184563385680156,0.0361416780037653,1.682243196232368
Ridge,T+2_R-30,Compound,Most_Negative,Lagos,2024,2.0,-30.0,1.6751356367769583,1.713546712879217,0.0384110761022586,2.293012891550887
Ridge,T+2_R-30,Compound,Most_Negative,Ekiti,2024,2.0,-30.0,2.0437113506512485,2.08401810339728,0.0403067527460314,1.972233149910692
Ridge,T+2_R-30,Compound,Most_Positive,Nasarawa,2024,2.0,-30.0,2.211695408595071,2.298421901830685,0.0867264932356146,3.921267499067861
Ridge,T+2_R-30,Compound,Most_Positive,Bauchi,2024,2.0,-30.0,2.191140856715601,2.278286034888004,0.0871451781724026,3.977160021698853
Ridge,T+2_R-30,Compound,Most_Positive,FCT,2024,2.0,-30.0,2.242027472634796,2.329191516311301,0.0871640436765051,3.887733078224562
Ridge,T+2_R-30,Compound,Most_Positive,Benue,2024,2.0,-30.0,2.19856824250258,2.28681065543284,0.0882424129302599,4.013630835939647
Ridge,T+2_R-30,Compound,Most_Positive,Kaduna,2024,2.0,-30.0,2.363204426464491,2.4760854341197285,0.1128810076552375,4.7766078292310485
Ridge,T+2_R0,Heat,Most_Negative,Anambra,2024,2.0,0.0,1.995924798496167,2.0375392467116957,0.0416144482155282,2.0849707487417746
Ridge,T+2_R0,Heat,Most_Negative,Akwa Ibom,2024,2.0,0.0,1.872649060175104,1.9142635083906323,0.0416144482155282,2.2222235388640885
Ridge,T+2_R0,Heat,Most_Negative,Bayelsa,2024,2.0,0.0,2.1283699370790585,2.169984385294587,0.0416144482155282,1.9552262738985733
Ridge,T+2_R0,Heat,Most_Negative,Ekiti,2024,2.0,0.0,2.0437113506512485,2.085325798866777,0.0416144482155282,2.0362194593804768
Ridge,T+2_R0,Heat,Most_Negative,Edo,2024,2.0,0.0,2.111047715517973,2.1526621637335013,0.0416144482155282,1.971269901178792
Ridge,T+2_R0,Heat,Most_Positive,Adamawa,2024,2.0,0.0,2.228160901514542,2.334636701336073,0.1064757998215308,4.778640525877479
Ridge,T+2_R0,Heat,Most_Positive,Kebbi,2024,2.0,0.0,2.632935313166963,2.7394111129884937,0.1064757998215308,4.043996040808881
Ridge,T+2_R0,Heat,Most_Positive,Kaduna,2024,2.0,0.0,2.363204426464491,2.469680226286022,0.1064757998215308,4.505568736633829
Ridge,T+2_R0,Heat,Most_Positive,Gombe,2024,2.0,0.0,2.2229100314658363,2.329385831287367,0.1064757998215308,4.789928441292712
Ridge,T+2_R0,Heat,Most_Positive,Katsina,2024,2.0,0.0,2.2080260154060616,2.314501815227593,0.1064757998215313,4.82221672564624
