Model,Temperature_Shift_C,State,Monotonic_Drought_Response,Yield_R0,Yield_Rminus10,Yield_Rminus20,Yield_Rminus30
Ridge,0.0,Abia,False,2.1076467263764957,2.1139273178492943,2.1202079093220934,2.1264885007948924
Ridge,0.0,Adamawa,True,2.228160901514542,2.21287239169455,2.1975838818745577,2.1822953720545653
Ridge,0.0,Akwa Ibom,False,1.872649060175104,1.8819027146210725,1.891156369067041,1.9004100235130097
Ridge,0.0,Anambra,False,1.995924798496167,2.002930257984225,2.009935717472283,2.016941176960341
Ridge,0.0,Bauchi,True,2.191140856715601,2.184697316165892,2.178253775616183,2.1718102350664736
Ridge,0.0,Bayelsa,False,2.1283699370790585,2.140426983167895,2.1524840292567307,2.164541075345567
Ridge,0.0,Benue,False,2.19856824250258,2.1996180679277613,2.2006678933529424,2.201717718778123
Ridge,0.0,Borno,True,2.0703928745107003,2.0613143520602843,2.0522358296098684,2.0431573071594524
Ridge,0.0,Cross River,False,2.030445114502975,2.039698768948944,2.048952423394912,2.0582060778408806
Ridge,0.0,Delta,False,2.030587027414428,2.037592486902486,2.044597946390544,2.051603405878602
Ridge,0.0,Ebonyi,False,1.9564966462995053,1.9600129332775755,1.9635292202556456,1.967045507233716
Ridge,0.0,Edo,False,2.111047715517973,2.1185680145251307,2.126088313532288,2.1336086125394456
Ridge,0.0,Ekiti,True,2.0437113506512485,2.0432754521614163,2.042839553671584,2.042403655181752
Ridge,0.0,Enugu,False,2.0081454928192786,2.010695015654969,2.01324453849066,2.0157940613263503
Ridge,0.0,FCT,False,2.242027472634796,2.2427178416420586,2.2434082106493216,2.244098579656584
Ridge,0.0,Gombe,True,2.2229100314658363,2.214559565391895,2.2062090993179533,2.197858633244012
Ridge,0.0,Imo,False,2.0945526450593923,2.1037280872709823,2.112903529482572,2.1220789716941617
Ridge,0.0,Jigawa,True,2.1819739435208767,2.173730945543075,2.165487947565273,2.1572449495874717
Ridge,0.0,Kaduna,False,2.363204426464491,2.365339495742393,2.3674745650202955,2.369609634298198
Ridge,0.0,Kano,True,2.225563194098675,2.2170147233156365,2.208466252532597,2.1999177817495585
Ridge,0.0,Katsina,True,2.2080260154060616,2.184024602629984,2.160023189853906,2.1360217770778283
Ridge,0.0,Kebbi,True,2.632935313166963,2.586960087261946,2.540984861356929,2.4950096354519125
Ridge,0.0,Kogi,True,2.2536363147167684,2.250919434424146,2.2482025541315243,2.2454856738389024
Ridge,0.0,Kwara,True,2.357062905656365,2.3517236949680056,2.346384484279647,2.341045273591289
Ridge,0.0,Lagos,True,1.6751356367769583,1.6740678460725351,1.673000055368112,1.6719322646636887
Ridge,0.0,Nasarawa,False,2.211695408595071,2.2122399274553706,2.21278444631567,2.2133289651759696
Ridge,0.0,Niger,True,2.1097706256759228,2.1082592591017955,2.106747892527668,2.105236525953541
Ridge,0.0,Ogun,False,2.0336178540548344,2.0339806291177456,2.0343434041806567,2.0347061792435674
Ridge,0.0,Ondo,True,2.0437113506512485,2.0432754521614163,2.042839553671584,2.042403655181752
Ridge,0.0,Osun,False,2.1491664004589888,2.150233430754777,2.1513004610505644,2.152367491346352
Ridge,0.0,Oyo,True,2.1484217076763903,2.146597450939136,2.144773194201881,2.142948937464628
Ridge,0.0,Plateau,True,2.2510678681752685,2.250980496215301,2.2508931242553345,2.2508057522953675
Ridge,0.0,Rivers,False,2.26062565983569,2.27112011776878,2.281614575701869,2.29210903363496
Ridge,0.0,Sokoto,True,2.2451522787394262,2.2277375210458983,2.2103227633523703,2.1929080056588424
Ridge,0.0,Taraba,True,2.420993047866713,2.4122308184645638,2.4034685890624137,2.3947063596602645
Ridge,0.0,Yobe,True,2.159000713191354,2.145421499050814,2.131842284910273,2.118263070769733
Ridge,0.0,Zamfara,True,2.1907240365142804,2.183590406965747,2.1764567774172137,2.16932314786868
