Model,Temporal_MAE,Spatial_MAE,Spatial_minus_Temporal_MAE,Relative_MAE_Change_pct
Ridge,0.38183957390428125,0.3974902558282215,0.015650681923940257,4.098758482237239
RandomForest,0.3633061806811808,0.35343118586018574,-0.009874994820995076,-2.7180916114556477
LightGBM,0.3610136652516604,0.3686831072286408,0.0076694419769803845,2.1244187451004284
