Model,State,Year,Feature,Feature_Value,SHAP_Value,Absolute_SHAP,Fold
RandomForest,Niger,2022,Mean_Solar_Radiation_MJ_m2_day,17.411308411214954,0.0716342289643647,0.0716342289643647,1
RandomForest,Niger,2022,Rainfall_Anomaly_Z_2000_2019,0.0043928462382195,0.019184226244024504,0.019184226244024504,1
RandomForest,Niger,2023,Seasonal_Rainfall_mm,915.91,0.055108483051152145,0.055108483051152145,1
RandomForest,Niger,2023,Seasonal_GDD_C,3799.580000000001,0.28525585226406,0.28525585226406,1
RandomForest,Niger,2023,Max_CDD_days,13.0,0.007153894276981013,0.007153894276981013,1
RandomForest,Niger,2023,Mean_Tmax_C,31.54911214953271,0.06517707625203378,0.06517707625203378,1
RandomForest,Niger,2023,Mean_Tmin_C,23.960981308411213,0.03570860955780828,0.03570860955780828,1
RandomForest,Niger,2023,Mean_RH_pct,79.00640186915889,0.04142887662872855,0.04142887662872855,1
RandomForest,Niger,2023,Mean_Solar_Radiation_MJ_m2_day,18.090934579439253,0.06620185587489436,0.06620185587489436,1
RandomForest,Niger,2023,Rainfall_Anomaly_Z_2000_2019,-0.8823743186812605,0.016514996858899306,0.016514996858899306,1
RandomForest,Niger,2024,Seasonal_Rainfall_mm,908.71,0.05394712533986301,0.05394712533986301,1
RandomForest,Niger,2024,Seasonal_GDD_C,3892.51,0.2876813617198174,0.2876813617198174,1
RandomForest,Niger,2024,Max_CDD_days,8.0,0.005236905787693221,0.005236905787693221,1
RandomForest,Niger,2024,Mean_Tmax_C,32.02266355140187,0.06511265025823419,0.06511265025823419,1
RandomForest,Niger,2024,Mean_Tmin_C,24.355934579439253,0.027996350812345767,0.027996350812345767,1
RandomForest,Niger,2024,Mean_RH_pct,77.47570093457945,0.04161902050377351,0.04161902050377351,1
RandomForest,Niger,2024,Mean_Solar_Radiation_MJ_m2_day,17.4807476635514,0.07578456003251235,0.07578456003251235,1
RandomForest,Niger,2024,Rainfall_Anomaly_Z_2000_2019,-0.910216301881244,0.01433299185913933,0.01433299185913933,1
RandomForest,Plateau,2020,Seasonal_Rainfall_mm,3151.5600000000004,0.019508875142103352,0.019508875142103352,1
RandomForest,Plateau,2020,Seasonal_GDD_C,2706.965,0.27171804312925973,0.27171804312925973,1
RandomForest,Plateau,2020,Max_CDD_days,16.0,0.028973933422782032,0.028973933422782032,1
RandomForest,Plateau,2020,Mean_Tmax_C,26.56971962616822,0.027532935370423034,0.027532935370423034,1
RandomForest,Plateau,2020,Mean_Tmin_C,18.729018691588784,0.07104964181087496,0.07104964181087496,1
RandomForest,Plateau,2020,Mean_RH_pct,83.89084112149533,0.018002927419256208,0.018002927419256208,1
RandomForest,Plateau,2020,Mean_Solar_Radiation_MJ_m2_day,17.856962616822432,0.07399200891524027,0.07399200891524027,1
RandomForest,Plateau,2020,Rainfall_Anomaly_Z_2000_2019,7.578824999579921,-0.011886540310699889,0.011886540310699889,1
RandomForest,Plateau,2021,Seasonal_Rainfall_mm,5333.05,0.010480675107635161,0.010480675107635161,1
