Scenario,Scenario_Type,Temperature_Shift_C,Rainfall_Shift_pct,State,Year,Season_Group,Seasonal_Rainfall_mm,Seasonal_GDD_C,Max_CDD_days,Mean_Tmax_C,Mean_Tmin_C,Mean_RH_pct,Mean_Solar_Radiation_MJ_m2_day,Rainfall_Anomaly_Z_2000_2019,Weather_Valid_Days,Weather_Total_Days,Baseline_Max_CDD_days,Baseline_Seasonal_GDD_C,Baseline_Seasonal_Rainfall_mm,Baseline_Rainfall_Anomaly_Z,CDD_Change_days,GDD_Change_C,Rainfall_Change_mm,Rainfall_Anomaly_Change
T+0_R-20,Drought,0.0,-20.0,Lagos,2024,South,1053.328,4739.834999999999,16,29.03090909090909,25.44061818181818,86.61469090909091,16.325090909090907,-1.385735600195618,275,275,16,4739.834999999999,1316.66,-0.4318672772924319,0,0.0,-263.3320000000001,-0.9538683229031861
T+0_R-20,Drought,0.0,-20.0,Nasarawa,2024,Middle,818.864,3821.105,16,31.623457943925235,24.087803738317756,78.61088785046731,17.359859813084114,-0.6069677424361107,214,214,16,3821.105,1023.58,0.0556549880803927,0,0.0,-204.716,-0.6626227305165034
T+0_R-20,Drought,0.0,-20.0,Niger,2024,Middle,726.9680000000001,3892.51,8,32.02266355140187,24.355934579439253,77.47570093457945,17.4807476635514,-1.613002095038387,214,214,8,3892.51,908.71,-0.910216301881244,0,0.0,-181.74199999999996,-0.702785793157143
T+0_R-20,Drought,0.0,-20.0,Ogun,2024,South,1284.48,4582.57,16,29.627236363636364,23.70054545454545,89.01341818181818,16.325090909090907,-1.0602094685713654,275,275,15,4582.57,1605.6,0.0073989867254078,1,0.0,-321.1199999999999,-1.0676084552967733
T+0_R-20,Drought,0.0,-20.0,Ondo,2024,South,1085.44,4302.264999999999,20,29.06705454545454,22.22214545454545,86.85934545454545,16.821854545454546,-1.4213443679361026,275,275,20,4302.264999999999,1356.8000000000002,-0.4765436240340352,0,0.0,-271.3600000000001,-0.9448007439020674
T+0_R-20,Drought,0.0,-20.0,Osun,2024,South,1343.5440000000003,4410.16,20,29.38592727272728,22.687963636363637,88.06992727272726,15.928509090909092,-0.9064972671104886,275,275,20,4410.16,1679.4299999999998,0.1707275218903802,0,0.0,-335.8859999999995,-1.0772247890008688
T+0_R-20,Drought,0.0,-20.0,Oyo,2024,South,1306.04,4472.030000000001,19,29.67494545454545,22.848909090909093,87.58556363636363,15.93450909090909,-1.045621281368127,275,275,19,4472.030000000001,1632.55,0.1658194519402747,0,0.0,-326.51,-1.2114407333084016
T+0_R-20,Drought,0.0,-20.0,Plateau,2024,Middle,1100.584,3065.7900000000004,9,28.977289719626164,19.67495327102804,77.79901869158877,16.974906542056075,0.5896499637152153,214,214,9,3065.7900000000004,1375.73,1.5272735899390373,0,0.0,-275.14599999999996,-0.937623626223822
T+0_R-20,Drought,0.0,-20.0,Rivers,2024,South,1416.6799999999998,4714.629999999999,21,30.30472727272727,23.983490909090907,88.48505454545455,14.248981818181818,-1.3301910453543393,275,275,21,4714.629999999999,1770.85,-0.7322444356504656,0,0.0,-354.1700000000001,-0.5979466097038737
T+0_R-20,Drought,0.0,-20.0,Sokoto,2024,North,1090.8080000000002,3433.615,16,33.102663043478266,24.219239130434783,72.92222826086956,20.30445652173913,3.0208470900502062,184,184,16,3433.615,1363.51,4.944994593631734,0,0.0,-272.70199999999977,-1.924147503581528
T+0_R-20,Drought,0.0,-20.0,Taraba,2024,North,876.6800000000001,3227.08,13,31.396032608695656,23.68092391304348,77.71913043478261,16.88103260869565,-0.0233872718477889,184,184,12,3227.08,1095.85,1.2225505917593709,1,0.0,-219.16999999999985,-1.2459378636071599
T+0_R-20,Drought,0.0,-20.0,Yobe,2024,North,741.48,3455.5950000000003,31,33.55940217391304,24.001413043478266,66.63913043478261,20.06733695652174,0.6320977871172421,184,184,31,3455.5950000000003,926.85,2.0400254849642674,0,0.0,-185.37,-1.4079276978470254
T+0_R-20,Drought,0.0,-20.0,Zamfara,2024,North,555.8960000000001,3260.635,17,32.69663043478261,22.745054347826088,70.14929347826086,19.637336956521736,-0.982803827783586,184,184,17,3260.635,694.8700000000001,-0.1021922336829729,0,0.0,-138.97400000000005,-0.8806115941006131
T+0_R-30,Drought,0.0,-30.0,Abia,2024,South,949.585,4627.7,23,30.031090909090903,23.62490909090909,87.19501818181817,15.994727272727271,-1.7581326918170117,275,275,23,4627.7,1356.55,-0.9196010910323762,0,0.0,-406.9649999999999,-0.8385316007846355
T+0_R-30,Drought,0.0,-30.0,Adamawa,2024,North,632.968,3318.585,12,32.40342391304348,23.668152173913047,72.47163043478261,18.33570652173913,-1.7309865590232532,184,184,12,3318.585,904.24,0.5051163098175504,0,0.0,-271.27200000000005,-2.2361028688408036
T+0_R-30,Drought,0.0,-30.0,Akwa Ibom,2024,South,1308.3629999999998,4694.005000000001,28,29.75338181818182,24.384836363636364,87.72872727272728,15.994727272727271,-2.993149340398346,275,275,18,4694.005000000001,1869.09,-1.8894777114847496,10,0.0,-560.7270000000001,-1.1036716289135962
T+0_R-30,Drought,0.0,-30.0,Anambra,2024,South,942.907,4641.875,23,30.05850909090909,23.700581818181817,86.4098909090909,16.76098181818182,-1.434802784441061,275,275,21,4641.875,1347.01,-0.6683966152075341,2,0.0,-404.10299999999995,-0.7664061692335268
T+0_R-30,Drought,0.0,-30.0,Bauchi,2024,North,759.5769999999999,3200.24,16,31.968804347826087,22.816413043478263,71.98304347826088,19.371358695652173,0.3659308436741647,184,184,16,3200.24,1085.11,2.0242342283357715,0,0.0,-325.533,-1.6583033846616069
T+0_R-30,Drought,0.0,-30.0,Bayelsa,2024,South,1318.0859999999998,4720.065,21,29.968800000000005,24.358945454545456,88.53152727272726,14.644981818181815,-1.4307064135056649,275,275,21,4720.065,1882.98,-0.5543351476094643,0,0.0,-564.8940000000002,-0.8763712658962005
T+0_R-30,Drought,0.0,-30.0,Benue,2024,Middle,674.2049999999999,3758.71,10,31.120794392523365,24.007336448598124,81.08780373831776,17.053878504672895,-1.6131576181780294,214,214,8,3758.71,963.15,-0.7241881075650654,2,0.0,-288.94500000000005,-0.888969510612964
T+0_R-30,Drought,0.0,-30.0,Borno,2024,North,408.212,3727.105,29,35.42760869565217,25.08440217391305,58.93391304347826,19.25429347826087,-0.9542492161724904,184,184,29,3727.105,583.16,0.4205674837447025,0,0.0,-174.94799999999998,-1.374816699917193
T+0_R-30,Drought,0.0,-30.0,Cross River,2024,South,1308.3629999999998,4694.005000000001,28,29.75338181818182,24.384836363636364,87.72872727272728,14.285345454545457,-2.993149340398346,275,275,18,4694.005000000001,1869.09,-1.8894777114847496,10,0.0,-560.7270000000001,-1.1036716289135962
T+0_R-30,Drought,0.0,-30.0,Delta,2024,South,942.907,4641.875,23,30.05850909090909,23.700581818181817,86.4098909090909,16.385490909090908,-1.434802784441061,275,275,21,4641.875,1347.01,-0.6683966152075341,2,0.0,-404.10299999999995,-0.7664061692335268
T+0_R-30,Drought,0.0,-30.0,Ebonyi,2024,South,632.4289999999999,4949.355,32,31.96454545454545,24.03076363636364,78.39523636363637,17.160509090909088,-2.161901472087008,275,275,32,4949.355,903.47,-1.546026003363861,0,0.0,-271.04100000000017,-0.6158754687231469
T+0_R-30,Drought,0.0,-30.0,Edo,2024,South,949.0459999999998,4583.435,12,29.72083636363637,23.613236363636364,89.4073090909091,15.766727272727271,-1.354427301631764,275,275,12,4583.435,1355.78,-0.6234406615451246,0,0.0,-406.73400000000015,-0.7309866400866395
T+0_R-30,Drought,0.0,-30.0,Ekiti,2024,South,949.76,4302.264999999999,20,29.06705454545454,22.22214545454545,86.85934545454545,16.821854545454546,-1.8937447398871368,275,275,20,4302.264999999999,1356.8000000000002,-0.4765436240340352,0,0.0,-407.0400000000002,-1.4172011158531015
T+0_R-30,Drought,0.0,-30.0,Enugu,2024,South,683.1299999999999,4722.129999999999,32,30.869672727272725,23.47309090909091,81.54152727272727,16.76098181818182,-2.25395915261936,275,275,29,4722.129999999999,975.9,-1.4811767773960562,3,0.0,-292.7700000000001,-0.7727823752233036
T+0_R-30,Drought,0.0,-30.0,FCT,2024,Middle,808.0169999999999,3569.07,11,30.60518691588785,22.75060747663552,80.45640186915888,17.145467289719626,-1.199988819109454,214,214,11,3569.07,1154.31,-0.0856823432362582,0,0.0,-346.293,-1.114306475873196
T+0_R-30,Drought,0.0,-30.0,Gombe,2024,North,1003.415,3255.21,28,31.93304347826087,23.44967391304348,73.95494565217392,19.025163043478265,0.7230701786723942,184,184,16,3255.21,1433.4500000000005,2.8998050239842983,12,0.0,-430.03500000000054,-2.176734845311904
T+0_R-30,Drought,0.0,-30.0,Imo,2024,South,1122.506,4689.094999999999,21,30.224945454545452,23.87756363636364,87.54370909090908,15.994727272727271,-1.2240262780352291,275,275,21,4689.094999999999,1603.58,-0.3836029634683416,0,0.0,-481.07399999999984,-0.8404233145668876
T+0_R-30,Drought,0.0,-30.0,Jigawa,2024,North,712.7819999999999,3497.245,16,34.34570652173913,23.66782608695652,65.43054347826087,19.946739130434786,0.8863646203500427,184,184,16,3497.245,1018.26,2.6316584935954377,0,0.0,-305.47800000000007,-1.7452938732453949
T+0_R-30,Drought,0.0,-30.0,Kaduna,2024,North,1019.788,2800.6800000000003,9,29.123260869565215,21.31891304347826,82.87179347826087,17.654891304347824,-0.6542678124854363,184,184,9,2800.6800000000003,1456.84,0.6432506088992294,0,0.0,-437.0519999999999,-1.2975184213846656
T+0_R-30,Drought,0.0,-30.0,Kano,2024,North,700.966,3483.455,16,34.5625,23.301141304347823,65.6521195652174,20.282445652173912,0.6755608428741803,184,184,16,3483.455,1001.38,2.4299972049098817,0,0.0,-300.414,-1.7544363620357015
T+0_R-30,Drought,0.0,-30.0,Katsina,2024,North,903.602,3208.635,17,31.866684782608697,23.009782608695648,71.46581521739131,19.78010869565217,2.3283807982797997,184,184,17,3208.635,1290.86,5.707961992605359,0,0.0,-387.2579999999999,-3.379581194325559
T+0_R-30,Drought,0.0,-30.0,Kebbi,2024,North,1490.972,3373.3050000000003,14,32.69858695652174,23.967771739130438,77.36255434782608,19.648369565217397,7.094366710318714,184,184,14,3373.3050000000003,2129.96,13.219542711920042,0,0.0,-638.988,-6.125176001601328
T+0_R-30,Drought,0.0,-30.0,Kogi,2024,Middle,613.347,3787.005,7,31.41172897196261,23.98084112149533,80.40649532710282,16.695794392523368,-1.8449780752984133,214,214,7,3787.005,876.2099999999998,-0.7200297516520903,0,0.0,-262.86299999999983,-1.124948323646323
T+0_R-30,Drought,0.0,-30.0,Kwara,2024,Middle,850.7729999999999,3515.295,13,30.14434579439252,22.7088785046729,83.5259813084112,16.815327102803735,-1.2785915435300277,214,214,13,3515.295,1215.39,0.417083623382899,0,0.0,-364.6170000000002,-1.6956751669129266
T+0_R-30,Drought,0.0,-30.0,Lagos,2024,South,921.662,4739.834999999999,16,29.03090909090909,25.44061818181818,86.61469090909091,16.325090909090907,-1.862669761647211,275,275,16,4739.834999999999,1316.66,-0.4318672772924319,0,0.0,-394.99800000000005,-1.430802484354779
T+0_R-30,Drought,0.0,-30.0,Nasarawa,2024,Middle,716.5059999999999,3821.105,16,31.623457943925235,24.087803738317756,78.61088785046731,17.359859813084114,-0.9382791076943632,214,214,16,3821.105,1023.58,0.0556549880803927,0,0.0,-307.0740000000002,-0.9939340957747559
T+0_R-30,Drought,0.0,-30.0,Niger,2024,Middle,636.097,3892.51,8,32.02266355140187,24.355934579439253,77.47570093457945,17.4807476635514,-1.9643949916169592,214,214,8,3892.51,908.71,-0.910216301881244,0,0.0,-272.61300000000006,-1.054178689735715
T+0_R-30,Drought,0.0,-30.0,Ogun,2024,South,1123.92,4582.57,16,29.627236363636364,23.70054545454545,89.01341818181818,16.325090909090907,-1.5940136962197522,275,275,15,4582.57,1605.6,0.0073989867254078,1,0.0,-481.67999999999984,-1.60141268294516
T+0_R-30,Drought,0.0,-30.0,Ondo,2024,South,949.76,4302.264999999999,20,29.06705454545454,22.22214545454545,86.85934545454545,16.821854545454546,-1.8937447398871368,275,275,20,4302.264999999999,1356.8000000000002,-0.4765436240340352,0,0.0,-407.0400000000002,-1.4172011158531015
T+0_R-30,Drought,0.0,-30.0,Osun,2024,South,1175.601,4410.16,20,29.38592727272728,22.687963636363637,88.06992727272726,15.928509090909092,-1.4451096616109254,275,275,20,4410.16,1679.4299999999998,0.1707275218903802,0,0.0,-503.8289999999997,-1.6158371835013057
T+0_R-30,Drought,0.0,-30.0,Oyo,2024,South,1142.785,4472.030000000001,20,29.67494545454545,22.848909090909093,87.58556363636363,15.93450909090909,-1.651341648022328,275,275,19,4472.030000000001,1632.55,0.1658194519402747,1,0.0,-489.7649999999999,-1.8171610999626027
T+0_R-30,Drought,0.0,-30.0,Plateau,2024,Middle,963.011,3065.7900000000004,9,28.977289719626164,19.67495327102804,77.79901869158877,16.974906542056075,0.1208381506033039,214,214,9,3065.7900000000004,1375.73,1.5272735899390373,0,0.0,-412.71900000000005,-1.4064354393357335
T+0_R-30,Drought,0.0,-30.0,Rivers,2024,South,1239.5949999999998,4714.629999999999,21,30.30472727272727,23.983490909090907,88.48505454545455,14.248981818181818,-1.629164350206276,275,275,21,4714.629999999999,1770.85,-0.7322444356504656,0,0.0,-531.2550000000001,-0.8969199145558104
T+0_R-30,Drought,0.0,-30.0,Sokoto,2024,North,954.457,3433.615,16,33.102663043478266,24.219239130434783,72.92222826086956,20.30445652173913,2.058773338259439,184,184,16,3433.615,1363.51,4.944994593631734,0,0.0,-409.053,-2.8862212553722952
T+0_R-30,Drought,0.0,-30.0,Taraba,2024,North,767.095,3227.08,13,31.396032608695656,23.68092391304348,77.71913043478261,16.88103260869565,-0.6463562036513694,184,184,12,3227.08,1095.85,1.2225505917593709,1,0.0,-328.7549999999999,-1.8689067954107403
T+0_R-30,Drought,0.0,-30.0,Yobe,2024,North,648.795,3455.5950000000003,31,33.55940217391304,24.001413043478266,66.63913043478261,20.06733695652174,-0.0718660618062714,184,184,31,3455.5950000000003,926.85,2.0400254849642674,0,0.0,-278.05500000000006,-2.1118915467705386
T+0_R-30,Drought,0.0,-30.0,Zamfara,2024,North,486.40899999999993,3260.635,25,32.69663043478261,22.745054347826088,70.14929347826086,19.637336956521736,-1.4231096248338937,184,184,17,3260.635,694.8700000000001,-0.1021922336829729,8,0.0,-208.46100000000018,-1.3209173911509209
T+1_R0,Heat,1.0,0.0,Abia,2024,South,1356.55,4902.7,23,31.031090909090903,24.62490909090909,87.19501818181817,15.994727272727271,-0.9196010910323762,275,275,23,4627.7,1356.55,-0.9196010910323762,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Adamawa,2024,North,904.24,3502.585,12,33.40342391304348,24.668152173913047,72.47163043478261,18.33570652173913,0.5051163098175504,184,184,12,3318.585,904.24,0.5051163098175504,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Akwa Ibom,2024,South,1869.09,4969.005,18,30.75338181818182,25.384836363636364,87.72872727272728,15.994727272727271,-1.8894777114847496,275,275,18,4694.005000000001,1869.09,-1.8894777114847496,0,274.9999999999991,0.0,0.0
T+1_R0,Heat,1.0,0.0,Anambra,2024,South,1347.01,4916.875,21,31.05850909090909,24.700581818181817,86.4098909090909,16.76098181818182,-0.6683966152075341,275,275,21,4641.875,1347.01,-0.6683966152075341,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Bauchi,2024,North,1085.11,3384.24,16,32.96880434782609,23.816413043478256,71.98304347826088,19.371358695652173,2.0242342283357715,184,184,16,3200.24,1085.11,2.0242342283357715,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Bayelsa,2024,South,1882.98,4995.065,21,30.968800000000005,25.358945454545456,88.53152727272726,14.644981818181815,-0.5543351476094643,275,275,21,4720.065,1882.98,-0.5543351476094643,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Benue,2024,Middle,963.15,3972.709999999999,8,32.120794392523365,25.00733644859812,81.08780373831776,17.053878504672895,-0.7241881075650654,214,214,8,3758.71,963.15,-0.7241881075650654,0,213.9999999999991,0.0,0.0
T+1_R0,Heat,1.0,0.0,Borno,2024,North,583.16,3911.105,29,36.42760869565217,26.08440217391305,58.93391304347826,19.25429347826087,0.4205674837447025,184,184,29,3727.105,583.16,0.4205674837447025,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Cross River,2024,South,1869.09,4969.005,18,30.75338181818182,25.384836363636364,87.72872727272728,14.285345454545457,-1.8894777114847496,275,275,18,4694.005000000001,1869.09,-1.8894777114847496,0,274.9999999999991,0.0,0.0
T+1_R0,Heat,1.0,0.0,Delta,2024,South,1347.01,4916.875,21,31.05850909090909,24.700581818181817,86.4098909090909,16.385490909090908,-0.6683966152075341,275,275,21,4641.875,1347.01,-0.6683966152075341,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Ebonyi,2024,South,903.47,5224.355,32,32.96454545454545,25.03076363636364,78.39523636363637,17.160509090909088,-1.546026003363861,275,275,32,4949.355,903.47,-1.546026003363861,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Edo,2024,South,1355.78,4858.435,12,30.72083636363636,24.613236363636364,89.4073090909091,15.766727272727271,-0.6234406615451246,275,275,12,4583.435,1355.78,-0.6234406615451246,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Ekiti,2024,South,1356.8000000000002,4577.264999999999,20,30.06705454545454,23.22214545454545,86.85934545454545,16.821854545454546,-0.4765436240340352,275,275,20,4302.264999999999,1356.8000000000002,-0.4765436240340352,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Enugu,2024,South,975.9,4997.129999999999,29,31.869672727272725,24.47309090909091,81.54152727272727,16.76098181818182,-1.4811767773960562,275,275,29,4722.129999999999,975.9,-1.4811767773960562,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,FCT,2024,Middle,1154.31,3783.07,11,31.60518691588785,23.75060747663552,80.45640186915888,17.145467289719626,-0.0856823432362582,214,214,11,3569.07,1154.31,-0.0856823432362582,0,214.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Gombe,2024,North,1433.4500000000005,3439.21,16,32.93304347826087,24.44967391304348,73.95494565217392,19.025163043478265,2.8998050239842983,184,184,16,3255.21,1433.4500000000005,2.8998050239842983,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Imo,2024,South,1603.58,4964.094999999999,21,31.224945454545452,24.87756363636364,87.54370909090908,15.994727272727271,-0.3836029634683416,275,275,21,4689.094999999999,1603.58,-0.3836029634683416,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Jigawa,2024,North,1018.26,3681.245,16,35.34570652173913,24.66782608695652,65.43054347826087,19.946739130434786,2.6316584935954377,184,184,16,3497.245,1018.26,2.6316584935954377,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Kaduna,2024,North,1456.84,2984.6800000000003,9,30.123260869565215,22.31891304347826,82.87179347826087,17.654891304347824,0.6432506088992294,184,184,9,2800.6800000000003,1456.84,0.6432506088992294,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Kano,2024,North,1001.38,3667.455,16,35.5625,24.301141304347823,65.6521195652174,20.282445652173912,2.4299972049098817,184,184,16,3483.455,1001.38,2.4299972049098817,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Katsina,2024,North,1290.86,3392.635,17,32.866684782608694,24.009782608695648,71.46581521739131,19.78010869565217,5.707961992605359,184,184,17,3208.635,1290.86,5.707961992605359,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Kebbi,2024,North,2129.96,3557.3050000000003,14,33.69858695652174,24.967771739130438,77.36255434782608,19.648369565217397,13.219542711920042,184,184,14,3373.3050000000003,2129.96,13.219542711920042,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Kogi,2024,Middle,876.2099999999998,4001.005,7,32.41172897196261,24.98084112149533,80.40649532710282,16.695794392523368,-0.7200297516520903,214,214,7,3787.005,876.2099999999998,-0.7200297516520903,0,214.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Kwara,2024,Middle,1215.39,3729.295,13,31.14434579439252,23.7088785046729,83.5259813084112,16.815327102803735,0.417083623382899,214,214,13,3515.295,1215.39,0.417083623382899,0,214.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Lagos,2024,South,1316.66,5014.834999999999,16,30.03090909090909,26.44061818181818,86.61469090909091,16.325090909090907,-0.4318672772924319,275,275,16,4739.834999999999,1316.66,-0.4318672772924319,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Nasarawa,2024,Middle,1023.58,4035.105000000001,16,32.62345794392523,25.087803738317756,78.61088785046731,17.359859813084114,0.0556549880803927,214,214,16,3821.105,1023.58,0.0556549880803927,0,214.0000000000009,0.0,0.0
T+1_R0,Heat,1.0,0.0,Niger,2024,Middle,908.71,4106.51,8,33.02266355140186,25.355934579439253,77.47570093457945,17.4807476635514,-0.910216301881244,214,214,8,3892.51,908.71,-0.910216301881244,0,214.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Ogun,2024,South,1605.6,4857.57,15,30.627236363636364,24.70054545454545,89.01341818181818,16.325090909090907,0.0073989867254078,275,275,15,4582.57,1605.6,0.0073989867254078,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Ondo,2024,South,1356.8000000000002,4577.264999999999,20,30.06705454545454,23.22214545454545,86.85934545454545,16.821854545454546,-0.4765436240340352,275,275,20,4302.264999999999,1356.8000000000002,-0.4765436240340352,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Osun,2024,South,1679.4299999999998,4685.16,20,30.38592727272728,23.687963636363637,88.06992727272726,15.928509090909092,0.1707275218903802,275,275,20,4410.16,1679.4299999999998,0.1707275218903802,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Oyo,2024,South,1632.55,4747.030000000001,19,30.67494545454546,23.848909090909093,87.58556363636363,15.93450909090909,0.1658194519402747,275,275,19,4472.030000000001,1632.55,0.1658194519402747,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Plateau,2024,Middle,1375.73,3279.7900000000004,9,29.977289719626164,20.67495327102804,77.79901869158877,16.974906542056075,1.5272735899390373,214,214,9,3065.7900000000004,1375.73,1.5272735899390373,0,214.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Rivers,2024,South,1770.85,4989.629999999999,21,31.30472727272727,24.98349090909091,88.48505454545455,14.248981818181818,-0.7322444356504656,275,275,21,4714.629999999999,1770.85,-0.7322444356504656,0,275.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Sokoto,2024,North,1363.51,3617.615,16,34.102663043478266,25.219239130434783,72.92222826086956,20.30445652173913,4.944994593631734,184,184,16,3433.615,1363.51,4.944994593631734,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Taraba,2024,North,1095.85,3411.08,12,32.396032608695656,24.68092391304348,77.71913043478261,16.88103260869565,1.2225505917593709,184,184,12,3227.08,1095.85,1.2225505917593709,0,184.0,0.0,0.0
T+1_R0,Heat,1.0,0.0,Yobe,2024,North,926.85,3639.595,31,34.55940217391304,25.001413043478266,66.63913043478261,20.06733695652174,2.0400254849642674,184,184,31,3455.5950000000003,926.85,2.0400254849642674,0,183.99999999999955,0.0,0.0
T+1_R0,Heat,1.0,0.0,Zamfara,2024,North,694.8700000000001,3444.635,17,33.69663043478261,23.745054347826088,70.14929347826086,19.637336956521736,-0.1021922336829729,184,184,17,3260.635,694.8700000000001,-0.1021922336829729,0,184.0,0.0,0.0
T+1_R-10,Compound,1.0,-10.0,Abia,2024,South,1220.895,4902.7,23,31.031090909090903,24.62490909090909,87.19501818181817,15.994727272727271,-1.1991116246272546,275,275,23,4627.7,1356.55,-0.9196010910323762,0,275.0,-135.65499999999997,-0.27951053359487843
T+1_R-10,Compound,1.0,-10.0,Adamawa,2024,North,813.816,3502.585,12,33.40342391304348,24.668152173913047,72.47163043478261,18.33570652173913,-0.2402513131293838,184,184,12,3318.585,904.24,0.5051163098175504,0,184.0,-90.42399999999998,-0.7453676229469341
T+1_R-10,Compound,1.0,-10.0,Akwa Ibom,2024,South,1682.181,4969.005,27,30.75338181818182,25.384836363636364,87.72872727272728,15.994727272727271,-2.2573682544559484,275,275,18,4694.005000000001,1869.09,-1.8894777114847496,9,274.9999999999991,-186.90899999999988,-0.3678905429711987
T+1_R-10,Compound,1.0,-10.0,Anambra,2024,South,1212.309,4916.875,23,31.05850909090909,24.700581818181817,86.4098909090909,16.76098181818182,-0.9238653382853764,275,275,21,4641.875,1347.01,-0.6683966152075341,2,275.0,-134.70100000000002,-0.2554687230778423
T+1_R-10,Compound,1.0,-10.0,Bauchi,2024,North,976.5990000000002,3384.24,16,32.96880434782609,23.816413043478256,71.98304347826088,19.371358695652173,1.47146643344857,184,184,16,3200.24,1085.11,2.0242342283357715,0,184.0,-108.51099999999974,-0.5527677948872014
T+1_R-10,Compound,1.0,-10.0,Bayelsa,2024,South,1694.682,4995.065,21,30.968800000000005,25.358945454545456,88.53152727272726,14.644981818181815,-0.8464589029081977,275,275,21,4720.065,1882.98,-0.5543351476094643,0,275.0,-188.298,-0.29212375529873336
T+1_R-10,Compound,1.0,-10.0,Benue,2024,Middle,866.8350000000003,3972.709999999999,8,32.120794392523365,25.00733644859812,81.08780373831776,17.053878504672895,-1.020511277769386,214,214,8,3758.71,963.15,-0.7241881075650654,0,213.9999999999991,-96.31499999999971,-0.29632317020432075
T+1_R-10,Compound,1.0,-10.0,Borno,2024,North,524.844,3911.105,29,36.42760869565217,26.08440217391305,58.93391304347826,19.25429347826087,-0.0377047495610278,184,184,29,3727.105,583.16,0.4205674837447025,0,184.0,-58.31599999999992,-0.4582722333057303
T+1_R-10,Compound,1.0,-10.0,Cross River,2024,South,1682.181,4969.005,27,30.75338181818182,25.384836363636364,87.72872727272728,14.285345454545457,-2.2573682544559484,275,275,18,4694.005000000001,1869.09,-1.8894777114847496,9,274.9999999999991,-186.90899999999988,-0.3678905429711987
T+1_R-10,Compound,1.0,-10.0,Delta,2024,South,1212.309,4916.875,23,31.05850909090909,24.700581818181817,86.4098909090909,16.385490909090908,-0.9238653382853764,275,275,21,4641.875,1347.01,-0.6683966152075341,2,275.0,-134.70100000000002,-0.2554687230778423
T+1_R-10,Compound,1.0,-10.0,Ebonyi,2024,South,813.123,5224.355,32,32.96454545454545,25.03076363636364,78.39523636363637,17.160509090909088,-1.7513178262715765,275,275,32,4949.355,903.47,-1.546026003363861,0,275.0,-90.34699999999998,-0.20529182290771542
T+1_R-10,Compound,1.0,-10.0,Edo,2024,South,1220.2020000000002,4858.435,12,30.72083636363636,24.613236363636364,89.4073090909091,15.766727272727271,-0.8671028749073372,275,275,12,4583.435,1355.78,-0.6234406615451246,0,275.0,-135.57799999999975,-0.2436622133622126
T+1_R-10,Compound,1.0,-10.0,Ekiti,2024,South,1221.12,4577.264999999999,20,30.06705454545454,23.22214545454545,86.85934545454545,16.821854545454546,-0.9489439959850696,275,275,20,4302.264999999999,1356.8000000000002,-0.4765436240340352,0,275.0,-135.6800000000003,-0.4724003719510344
T+1_R-10,Compound,1.0,-10.0,Enugu,2024,South,878.3100000000001,4997.129999999999,29,31.869672727272725,24.47309090909091,81.54152727272727,16.76098181818182,-1.7387709024704905,275,275,29,4722.129999999999,975.9,-1.4811767773960562,0,275.0,-97.58999999999992,-0.25759412507443424
T+1_R-10,Compound,1.0,-10.0,FCT,2024,Middle,1038.879,3783.07,11,31.60518691588785,23.75060747663552,80.45640186915888,17.145467289719626,-0.4571178351939903,214,214,11,3569.07,1154.31,-0.0856823432362582,0,214.0,-115.43100000000004,-0.37143549195773207
