Outer_Fold,State,Year,Model,Observed_Yield,Predicted_Yield,Lower_90,Upper_90,Interval_Width,Covered,Calibration_qhat
2,Nasarawa,2022,RandomForest,2.77,2.5001774797424785,1.4929447644947627,3.5074101949901944,2.0144654304954317,True,1.0072327152477158
2,Nasarawa,2023,RandomForest,2.83,2.8504786255411245,1.8432459102934087,3.8577113407888404,2.0144654304954317,True,1.0072327152477158
2,Nasarawa,2024,RandomForest,2.89,2.752054430014431,1.744821714766715,3.759287145262147,2.0144654304954317,True,1.0072327152477158
2,Oyo,2020,RandomForest,1.88,2.2568147992747996,1.2495820840270837,3.2640475145225154,2.0144654304954317,True,1.0072327152477158
2,Oyo,2021,RandomForest,1.85,2.1570750120250115,1.1498422967772957,3.1643077272727274,2.0144654304954317,True,1.0072327152477158
2,Oyo,2022,RandomForest,2.03,2.197133587061086,1.1899008718133701,3.204366302308802,2.0144654304954317,True,1.0072327152477158
2,Oyo,2023,RandomForest,2.07,2.146377453194952,1.1391447379472361,3.153610168442668,2.0144654304954317,True,1.0072327152477158
2,Oyo,2024,RandomForest,2.13,2.163698347115845,1.1564656318681292,3.170931062363561,2.0144654304954317,True,1.0072327152477158
2,Yobe,2020,RandomForest,2.01,2.4485269648869643,1.4412942496392485,3.45575968013468,2.0144654304954317,True,1.0072327152477158
2,Yobe,2021,RandomForest,2.01,2.4242201394901404,1.4169874242424245,3.431452854737856,2.0144654304954317,True,1.0072327152477158
2,Yobe,2022,RandomForest,1.66,2.298900199615199,1.2916674843674834,3.306132914862915,2.0144654304954317,True,1.0072327152477158
2,Yobe,2023,RandomForest,1.7,2.355662389369888,1.3484296741221722,3.362895104617604,2.0144654304954317,True,1.0072327152477158
2,Yobe,2024,RandomForest,1.62,2.289014505124506,1.2817817898767903,3.296247220372222,2.0144654304954317,True,1.0072327152477158
2,Abia,2020,LightGBM,1.46,2.1256637705465637,1.102280620021996,3.1490469210711316,2.0467663010491357,True,1.0233831505245679
2,Abia,2021,LightGBM,1.24,2.259594179588104,1.236211029063536,3.2829773301126717,2.0467663010491357,True,1.0233831505245679
2,Abia,2022,LightGBM,1.35,2.014226308861566,0.9908431583369981,3.037609459386134,2.0467663010491357,True,1.0233831505245679
2,Abia,2023,LightGBM,1.38,2.3090951659106294,1.2857120153860615,3.332478316435197,2.0467663010491357,True,1.0233831505245679
2,Abia,2024,LightGBM,1.42,2.2432489142823684,1.2198657637578005,3.2666320648069362,2.0467663010491357,True,1.0233831505245679
2,Bayelsa,2020,LightGBM,1.59,1.9482311496852829,0.924847999160715,2.9716143002098505,2.0467663010491357,True,1.0233831505245679
2,Bayelsa,2021,LightGBM,1.52,1.6010999422498573,0.5777167917252894,2.624483092774425,2.0467663010491357,True,1.0233831505245679
2,Bayelsa,2022,LightGBM,1.59,2.000640440793345,0.9772572902687773,3.024023591317913,2.0467663010491357,True,1.0233831505245679
2,Bayelsa,2023,LightGBM,1.62,2.101813784302937,1.0784306337783693,3.125196934827505,2.0467663010491357,True,1.0233831505245679
2,Bayelsa,2024,LightGBM,1.67,1.8179549513482969,0.794571800823729,2.8413381018728647,2.0467663010491357,True,1.0233831505245679
